Produk;Harga Pokok;Harga Jual;Stok;Grup Produk;Satuan;Barcode;Kode Produk;Non Stok
Kukis Kokola;0;5600;0;;4;8998389121596;Kklkks Biji;1
Kukis Kokola ;0;6000;0;;12;8998389121602;Biji;1
Kuku Bima;0;6250;0;;4;8998898830125;Kkbm Pak;1
Kuku Bima;57000;59000;0;;9;22000354;Kkbm Slop ;1
Kunyit 500;0;5000;0;;18;8997005720618;Knyt Ret;1
Kunyit Bubuk;0;5000;0;12;18;8997210720298;Knyt Ret;1
Kuping Gajah;0;6500;0;;4;;Jajan Pak;1
Kuping Gajah;0;110000;0;;5;;Jajan Bal;1
Kuwik;0;1800;0;;12;;Kwk Biji;1
Kuwik;0;34000;0;;16;;Kwk Box;1
Kuwik/Ovalet/Sp;0;1800;0;;12;68888220;Biji;1
La Bold 12;0;22100;0;;4;8991906108896;Labld12 Pak;1
La Bold 12;0;220000;0;;9;8991906158891;Labld12 Slop;1
La Bold 16;0;29100;0;;4;8991906102016;Labld16 Pak;1
La Bold 16;0;290000;0;;9;;Slop;1
La Bold 20;0;36600;0;;4;8991906105758;Labld20 Pak;1
La Bold 20;0;365000;0;;9;8991906155753;Labld20 Slop;1
La Ice Boost;0;32100;0;;4;8991906102009;Laicpb Pak;1
La Ice MB;0;32100;0;;;8991906102085;Laic pak;1
La Ice MB;0;320000;0;;9;8991906152080;Laic Slp;1
La Light 12;0;22150;0;;4;8991906101132;Lalght12 Pak;1
La Light 12;0;221000;0;;9;8991906151137;Lalght12 Slop;1
La Light 16;0;32900;0;;4;8991906101057;Lalght16 Pak;1
La Light 16;0;329000;0;;9;8991906151052;Lalght16 Slop;1
La Menthol;0;32100;0;;4;;Lamntl Pak;1
Label Harga;4000;6000;0;;4;;Pak;1
Label Harga;575;1500;0;;12;;Biji;1
Lada 500;0;5000;0;;18;8997210720014;Ld5 Ret;1
Ladaku;0;10000;0;;18;8997011930612;Ldk Ret;1
Ladaku;0;58500;0;;5;;Ldk Bal;1
Ladrang;0;4250;0;;12;;Ldrg Biji;1
Laku Laku 10 watt;0;7500;0;;;8866733211029;Lklk10 Biji;1
Laku Laku 5 Watt;0;4500;0;;12;8866733211012;Lklk5 Biji;1
Lanadexon;18500;20000;0;5;14;8994757000999;Lndx Dos;1
Lanadexon ;0;2100;0;;17;48888820;Lndx Rek;1
Lantai 1000;0;10000;0;8;15;01460001;Lnt1 Lusin;1
Lantai 1000;38400;40000;0;8;14;;Lnt1 Dos;1
Lantai 1000;0;835;0;8;12;8998866608244;Biji;1
Lantai 1000;0;835;0;8;12;8998866608237;Biji;1
Lantai 1000;0;835;0;8;12;8998866608220;Biji;1
Lantai 500;4320;5000;0;8;18;8998866613453;Lnt5 Ret;1
Lantai 500;4320;5000;0;8;18;8998866603881;Ret;1
Lantai 500;0;5000;0;8;18;8998866607988;Ret;1
Lantai 500;0;5000;0;8;18;8998866603799;Ret;1
Lantai 500;0;5000;0;;18;8998866603850;Ret;1
Lantai 5000;0;4500;0;;12;8998866600569;Heueueh;1
Lantai Botol;0;7500;0;8;8;;Biji;1
Lantai Refil 450ml;0;6250;0;8;12;;Biji;1
Lapis Legit;0;9000;0;;12;;Lpslgt Pak;1
Larutan Kaleng Badak;0;5700;0;;;8999988888804;Lrtnbdk Biji;1
Larutan Kaleng Badak ;0;5700;0;;12;8999988888811;Lrtnbdk Biji ;1
Lasegar Btl Kcl;0;3000;0;;12;8999988778983;Lsgr Biji;1
Lasegar Kaleng;0;5750;0;;7;8999988906126;Lsgrk Biji;1
Lasegar Klng Anak;4950;5250;0;;12;8999988772868;Lsgrk Biji;1
Lasegar Klng Anak;4950;5250;0;;12;8999988772813;Biji;1
Lasegar Klng Anak;0;113000;0;;14;;Dos;1
Lasegar Klng Dewasa;5600;5750;0;;12;;Biji ;1
Lasegar Klng Dewasa;5600;5750;0;;12;8999988778815;Biji;1
Lasegar Klng Dewasa;5600;5750;0;;12;8999988778822;Biji;1
Lasegar Klng Dewasa ;0;127500;0;;14;;Dos;1
Lasegar Klng Dws;5600;5750;0;;12;8999988778846;Biji;1
Lasegar Klng Dws;5600;5750;0;;12;8999988778839;Biji;1
Lasegar Klng Dws;5600;5750;0;;12;8999988778860;Biji;1
Laurier 500;0;4250;0;;18;8992727004169;Lrr Ret;1
Laurier Night 30cm;15000;25000;0;;18;8992727008815;Lrr Ret;1
Lavenda;0;4500;0;8;18;8998866103237;Lvnd Ret;1
Lavenda;0;4500;0;;18;8998866104883;Ret;1
Lavenda;0;4500;0;;18;8998866109161;Rt;1
Lawet Ijo;0;70000;0;;10;33589527;Lwti Pres;1
Lawet Ijo;0;1500;0;;12;39998804;Lwti Biji;1
Lawet Ijo;0;347500;0;;5;11223214;Lwti Bal;1
Lawet Merah;0;43000;0;;10;32235548;Lwtm Pres;1
Lawet Merah;0;230000;0;;5;11223399;Lwtm Bal;1
Lawet Merah ;0;1000;0;;12;01223668;Lwtm Biji;1
Layangan 1.5k;1270;1500;0;;;;Biji;1
Layangan 2.5k;2150;2500;0;;;;Biji;1
Layangan 2k;1400;2000;0;;;;Biji;1
Layangan Polos;0;1200;0;;12;;Lyngn;1
Layangan Sablon;0;1500;0;;12;;Lyngn;1
Lazery;0;7000;0;;4;;Lzry Pak;1
Led 12 watt;0;0;0;;12;;Ld12;1
Led 15 watt;0;0;0;;12;;Ld15;1
Led 18 watt;0;0;0;;12;;Biji;1
Led 20 Watt;0;0;0;;12;;Biji ;1
Led 25 watt;0;0;0;;12;;Ld25;1
Led 30 watt;0;0;0;;12;;;1
Led 40 watt;0;0;0;;12;;Ld4;1
Led 5 watt;4500;0;0;;12;;Led;1
Led 50 watt;0;0;0;;12;;Ld5;1
Led 7 watt;5500;0;0;;12;;;1
Led 8 watt;8500;8500;0;;12;;Biji;1
Led 9 watt;0;0;0;;12;;;1
Lem Bakar Bsr;0;1800;0;;12;;Biji;1
Lem Bakar Kcl;0;1100;0;;12;;Biji;1
Lem G;0;4000;0;;12;68888633;Lmg Biji;1
Lem G;0;180000;0;;14;;Dos;1
Lem Gajah;14500;15000;0;;12;8992748195204;Lgjh Biji;1
Lem Stik Joyko;3000;4000;0;;12;;Ljy Biji;1
Lenceran;0;2500;0;;12;;Bii;1
Lentera 800 ml;0;170000;0;;14;;Lntr8 dos;1
Lentera 900;0;15500;0;;12;8997222860173;Lntr9 biji;1
Lervia;0;40000;0;;15;;Lrva Lusin;1
Lervia;0;3400;0;;12;8993379260767;Lrva Biji;1
Lervia;0;3400;0;;12;8993379260095;Biji;1
Lervia;0;3400;0;;12;8993379255565;Biji;1
Lervia Refil 400ml;0;22500;0;;12;8993379261863;Lrva Biji;1
Lifree L;5966;6500;0;;12;8993189700514;Lfrl Biji;1
Lifree M;4975;5500;0;;12;8993189700507;Lfrm Biji;1
Lifree XL;6633;7000;0;;12;8993189700521;lfrxl Biji;1
Lilin Abadi;0;7250;0;16;4;68888893;Lln1 Pak;1
Lipstik Implora;0;21000;0;;12;;;1
Liquid;0;12500;0;;12;;;1
Liquid Sayang 500;0;10000;0;;4;8997204306712;Lqdsy Box;1
Liquid Sokiln 500;0;10000;0;;4;8998866808880;Pak;1
Liquid Soklin 1000;18840;20000;0;8;4;8998866623766;Pak;1
Liquid Soklin 1000;94200;96500;0;8;14;;Dos;1
Liquid Soklin 2000;0;1750;0;;12;8998866609845;Biji;1
Liquid Soklin 500;0;10000;0;;4;;Pak;1
Liquid Soklin 500;46200;47000;0;8;14;31190008;Dos;1
Liquid Soklin 500;0;10000;0;;4;8998866612241;Pak;1
Liquid Soklin 500;0;10000;0;;4;;Pak;1
Liquid Soklin 500;0;10000;0;;4;8998866608961;Pak;1
Liquid Soklin 500;0;10000;0;;4;8998866805407;Pak;1
Liquid Soklin 500;0;10000;0;;4;8998866618625;Pak;1
Liquid Soklin 500;0;10000;0;;4;8998866803618;Pak;1
Liquid Soklin 500;0;10000;0;;4;8998866609159;Pak;1
Loly;9000;9000;0;;16;(90)MD224531001233(91)270327;Box ;1
Lovely Hbl 200 ml;0;7000;0;;12;8998866105637;Lvlyhbl Biji;1
Lovely Hbl 200 ml;0;7000;0;;12;8998866105644;Biji;1
Lovely Hbl 5000;0;4250;0;;12;(90)NA18190122910(91)220813;Biji;1
Lovely Hbl 5000;0;4250;0;;12;8998866106306;Biji;1
Lovely Hbl Kcl;0;4250;0;;12;8998866105491;Lvlyhbl Biji;1
Lovely Hbl Kecrot;0;14000;0;;12;8998866105675;Lvlyhbl Biji;1
Lpg;16000;17500;0;7;12;01530001;Lj Lg Biji;1
Lpg +Tabung;0;180000;0;;12;;;1
Lubinhot;0;20000;0;;12;1028882236156;Lbnht Biji;1
Luwak 500;0;8000;0;;18;8994171101722;Lwk5 Ret;1
Luwak 500;0;145000;0;;14;;;1
Luwak Kopi Hitam Botol;0;6000;0;;8;8994171102477;Biji;1
Luwak White ;0;15000;0;;18;8994171101289;Lwkw Ret;1
Luwak White Botol ;0;6000;0;;8;8994171102101;Biji;1
Lux;0;48000;0;10;15;;Sbnlx Lusin;1
Lux Cair;0;4000;0;;;8999999559564;Sbnlxc Biji;1
Lux Cair;0;4000;0;;12;8999999559557;Biji;1
Ma Baby 60;0;16500;0;16;12;;;1
Madol;0;5000;0;;4;18888898;Mdl Pak;1
Madu Tj;0;8500;0;9;14;8993365170032;Mdtj Dos;1
Magnum Bintang ;0;22500;0;;4;8999909007000;Mgnm Pak;1
Magnum Bintang ;0;223500;0;;9;8999909007017;Mgnm Slop ;1
Magnum Hitam;0;23000;0;;4;8999909001909;Mhnm Pak;1
Magnum Kretek;0;134000;0;;9;;Mgnm Slop;1
Magnum Kretek;0;13500;0;;12;;Mgnm Biji;1
Maizena Ayobu;0;4250;0;;;8994326111262;Mznayb Biji;1
Maizenaku 100g;0;5000;0;12;4;8714700521001;Mznk Biji;1
Makanan;0;0;0;;;;Mknn;1
Makroni;0;17500;0;;4;;Mkrn Pak;1
Makroni;0;86000;0;;5;;Mkrn Bal;1
Makroni 2000;0;16000;0;;18;;Mkrn Ret;1
Malkis;0;5850;0;;12;8998389134428;Mlks Biji;1
Malkis ;32666;35000;0;;5;01710007;Mlks Bal;1
Malkis Abon 1000;0;9000;0;;;8996001302316;Mlksabn Ret;1
Malkis Belgian;0;9000;0;;18;8996001302620;Mlksblgn Ret;1
Mama 2000;0;1670;0;;12;8998866108010;Biji;1
Mama Lemon 1000;0;10000;0;;15;01430004;Lusin;1
Mama Lemon 1000;55800;57000;0;8;14;21190087;Dos;1
Mama Lemon 1000;0;850;0;;12;;Biji;1
Mama Lemon 1000;0;835;0;;12;8998866105125;Biji;1
Mama Lemon 1000;0;57000;0;;14;18998866105122;Dos;1
Mama Lemon 2000;37560;38500;0;8;14;21190094;Dos;1
Mama Lemon 2000;0;20000;0;;15;;Lusin;1
Mama Lemon 2000;0;1670;0;;12;8998866105132;Biji;1
Mama Lemon 2000;0;38500;0;;14;18998866105139;Dos;1
Mama Lemon 2000;0;20000;0;;15;01440003;Lusin;1
Mama Lemon 2000;0;38500;0;;14;18998866182208;Dos;1
Mama Lemon 4000;0;3500;0;;12;8998866107068;Biji;1
Mama Lemon Btl 400ml;0;13250;0;;8;8998866105163;Biji ;1
Mama Lemon Rfl 680ml;0;9000;0;;12;8998866105156;Biji ;1
Mamy Poko L1;0;18000;0;;18;8993189270819;Mmpkl Ret;1
Mamy Poko M1;0;18000;0;;18;8993189270796;Mmpkm Ret;1
Mamy Poko Xl;0;22500;0;;18;8993189270833;Mmpkx Ret;1
Mantega 15kg;0;285000;0;;14;;Mntg Dos;1
Mantega Biasa;0;20000;0;12;1;68888206;Mntg Kg;1
Map Kertas;510;1000;0;;12;;Mpkrts Biji;1
Marani;0;8500;0;;4;;Mrn Pak;1
Marani;39000;41000;0;;20;;Mrn Iket;1
Marani;3900;4250;0;20;18;;Mrn Ret;1
Mari Bintang 1/2;0;13000;0;;4;;Jjn btg Pak;1
Mari Bintang 1/4;0;7000;0;;4;;Jjn btg Pak;1
Mari Biskitop;0;11000;0;;4;;Pak;1
Mari Biskitop;0;102500;0;;5;;Bal;1
Mari Biskitop 1/2;0;13000;0;;4;;Jjn bsktp Pak;1
Mari Biskitop 1/4;0;7000;0;;4;;Jjn bsktp Pak;1
Mari Wejan;0;15000;0;;4;;Jajanmrwjn;1
Marimas;0;3500;0;;18;8993500019158;Rtg;1
Marimas ;0;3500;0;;18;8993500019912;Rtg;1
Marimas ;0;3500;0;;18;8993500019103;Rtg;1
Marina Body Mist;0;12000;0;16;12;;Mrnbdm Biji;1
Marina Body Mist;0;12000;0;;12;8999908319203;Biji;1
Marina Body Mist ;0;12000;0;;12;8999908214508;Biji;1
Marina Body Mist ;0;12000;0;;12;8999908214607;Biji;1
Marina Body Mist ;0;12000;0;;12;8999908271907;Biji;1
Marina Hbl Kcl;0;4250;0;16;12;8999908060709;Mrnhbl Biji;1
Marina Hbl Kcl;0;4250;0;;12;8999908060808;Biji;1
Marina Hbl Kcl;0;4250;0;;12;8999908060600;Biji;1
Marina Hbl Kcl;0;4250;0;;12;8999908214706;Biji;1
Marina Hbl Kcl;0;4250;0;;12;8999908045607;Biji;1
Marina Hbl Tg;0;8000;0;16;12;8999908956705;Mrnhbl Biji;1
Marina Hbl Tg;0;8000;0;;12;8999908956804;Biji;1
Marina Hbl Tg;0;8000;0;;12;8999908961006;Biji;1
Marina Kaca;0;10000;0;16;12;8999908041104;Mrnkc Biji;1
Marina Kaca;0;10000;0;;12;8999908041203;Biji;1
Marina Kaca;0;10000;0;;12;8999908041401;Biji;1
Marinasi;10000;10500;0;12;18;8997011931732;Mrns Ret;1
Marlboro 20;0;41250;0;;4;76164217;Mrlbr20 Pak;1
Marlboro Black 12;0;23000;0;;;8999909000780;Mrlbrblk Pak;1
Marlboro Black 20;0;37250;0;;;8999909000544;Mrlbrblk Pak;1
Marlboro Htm 12;0;23000;0;;4;8999909000773;Mrlbrblk Pak ;1
Marshmallow;0;8500;0;;4;;;1
Masako;0;270000;0;;14;18992770033144;Dos;1
Masako;0;4750;0;;18;;Ret;1
Masako Ayam ;4500;4750;0;12;18;8992770033130;Ret;1
Masako Sapi;4500;4750;0;12;18;8992770033147;Ret;1
Mauripan;0;45000;0;;4;8995002802016;Pak;1
Mauripan;9000;10000;0;;11;;Ons;1
Mazena Rw;0;3500;0;;4;8994326108385;Mznr Biji;1
Mazenaku 300gr;0;15000;0;;12;;Mzn;1
Mazoni;0;4500;0;;12;;Mzn Biji;1
Mazoni;0;44000;0;;18;;Biji;1
Mazoni;0;4500;0;;12;8997005571258;;1
Mazoni Ex Pedas;0;4750;0;;18;;Mzn Biji;1
Mazzoni;0;4500;0;;12;8997005570213;Mzzn Biji;1
Mazzoni;0;4500;0;;12;8997005571463;Mzzn Biji;1
Mazzoni Balado;0;4500;0;;12;(90)MD655611005213(91)270721;Mzzn Biji;1
Mazzoni Barbeque;0;4500;0;;12;8997005570237;Mzzn Biji;1
Mazzoni Ex Pedas;0;4750;0;;12;8997005571210;Mzzn Biji;1
Mazzoni Jagung Manis;0;4500;0;;12;8997005570275;Mzzn Biji;1
Mazzoni Sapi Panggang;0;4500;0;;12;8997005570251;Mzzn Biji;1
Mecoral;0;47500;0;;17;;Mcrl Rek;1
Mentos Buah;0;6250;0;17;4;8990800004563;Mnts Pak;1
Mentos Buah;0;6250;0;17;4;8990800024615;Pak;1
Mentos Mint;0;6250;0;;4;8990800020013;Mnts Pak;1
Menyan Merah;0;12000;0;;1;;Mnyn Kg;1
Menyan Putih;0;10000;0;;1;;Mnyn Kg;1
Menyono 3000;13500;14500;0;;18;01360004;;1
Menyono 4000;2;20000;0;;18;01370003;Myn4 Ret;1
Menyono 5000;0;25000;0;;18;01350005;Myn5 Ret;1
Merica;0;160000;0;12;1;11050001;Mrc Kg;1
Merica Renteng ;0;4000;0;;18;11050063;Mrc Ret;1
Merica sa'ang;0;16000;0;;11;11050032;Mrc Ons;1
Merokok;0;42500;0;;10;01300000;Mrkk Slp;1
Merokok;0;8500;0;;20;01330007;Mrkk Iket;1
Merries L1;8300;10000;0;7;18;8992727005388;Mrsl Ret;1
Merries L1;166000;190000;0;;14;18992727005385;Dos;1
Merries L8;14347;17000;0;7;4;8992727005395;Mrsl Bal;1
Merries L8 (dos);173680;180000;0;;14;;Dos;1
Merries M1;8300;10000;0;;18;8992727005340;Mrsm Ret;1
Merries M1;166000;190000;0;;14;18992727005347;Dos;1
Merries M9;16032;17000;0;;4;8992727005357;Mrsm Bal;1
Merries M9;194000;200000;0;;14;;Dos;1
Merries S1;9500;10000;0;;18;8992727005319;Mrss Ret;1
Merries S1;0;185000;0;;14;;Dos;1
Merries S11;15318;17000;0;;4;8992727005326;Mrss Pak;1
Merries S11;185400;190000;0;;14;;Dos;1
Merries XL;166000;190000;0;;14;;Dos;1
Merries XL1;10375;12500;0;;18;8992727005425;Mrsx Ret;1
Mickey Mouse;4200;4450;0;20;18;;Mkms Ret;1
Mickey mouse ;21000;21000;0;;5;;Ball;1
Micky Mouse;0;21000;0;;5;;;1
Micoral;44000;47500;0;;17;48888882;;1
Mie 3 Ayam;37500;38500;0;9;14;11070047;3a Dos;1
Mie 3 Ayam;1550;1700;0;9;12;089686000108;3a Biji;1
Mie Baked;0;2500;0;;12;;;1
Mie Baked;0;58500;0;;14;;;1
Mie Bundar;0;40000;0;;5;11223375;Mbndr Bal;1
Mie Bundar;0;2100;0;;12;22000187;Mbndr Biji;1
Mie Garuda;0;1900;0;;12;;Mgrd Biji;1
Mie Garuda;0;37500;0;;5;12448999;Mgrd Bal;1
Mie Goreng Jawa;32500;33500;0;;14;;Mgrj Dus;1
Mie Kuda;0;2150;0;;12;8994291101435;Mkd Biji;1
Mie Kuda;0;2150;0;;12;11060031;Mkd Biji;1
Mie Kuda ;0;42000;0;;5;11060024;Mkd Bal;1
Mie Langit Biru;0;9000;0;;12;8997011700437;Biji;1
Mie Nikmat;0;110000;0;;20;51190040;Mnkmt Iket;1
Mie Nikmat;0;21500;0;;5;51190026;;1
Mie Oven;0;2500;0;;12;8996001526149;;1
Mie Oven;0;57500;0;;14;;;1
Mie Panda;4400;5000;0;;12;8991906151908;Mpnd Bal;1
Mie Panda;22000;25000;0;;20;8991906151892;Mpnd Iket;1
Mie Pare;0;20000;0;;5;;;1
Mie Pare;0;95000;0;;20;;;1
Mie Pari;17500;20000;0;;5;11568896;;1
Mie Pari;87500;92500;0;;20;;;1
Mie Pita Mas;0;1150;0;;12;;Mptms Biji;1
Mie Pita Mas;0;28000;0;;5;;Mptms Bal;1
Mie Sedap Goreng Cup;0;4250;0;;12;8998866200813;Biji;1
Mie Sedap Korean Cup;0;4500;0;;12;8998866202404;Biji;1
Mie Sedap Soto Cup;0;4250;0;;12;8998866200837;Biji;1
Mika 2c;0;600;0;14;12;88888828;;1
Mika 3c;152;250;0;14;12;88888835;;1
Mika Agar Bulat;0;7000;0;;4;01790832;Mkagb Pak;1
Mika Agar Tutup;0;7000;0;14;22;01790849;Mkagt Slop;1
Mika Besar;0;1750;0;14;12;88888842;;1
Mika Donat Kotak;0;13000;0;14;4;88888880;;1
Mika Donat isi 1000;0;14000;0;14;4;31287593;;1
Mika Ikan;0;150;0;;12;;Mkikn Bj;1
Mika Ikan isi 100;0;12000;0;14;4;01790818;Mkikn Pak;1
Mika Lemper isi 100;4600;7000;0;14;4;01790825;Mklmpr Pak;1
Mika Lemper isi 200;9800;14000;0;14;4;;Mklmpr Pak;1
Mika Wajik;0;7500;0;;4;88888804;Mkwjk Pak;1
Mika ikan 4C;120;150;0;;12;;Biji;1
Miki Moto 1000;0;9000;0;;;;;
Miki Moto 3000;0;26000;0;;4;8997012510103;;1
Miko Nangka;0;17000;0;;4;;;1
Miko Nangka;0;67000;0;;14;;;1
Miko Nangka;40000;41000;0;;14;;Mkngk Dus;1
Miko Nangka 500;4150;4400;0;20;18;;Mknk Ret;1
Milk Jus;0;8500;0;6;18;8998866606004;Mlkjs Ret;1
Milk Jus;0;8250;0;;18;8998866605991;Ret;1
Milk Jus;0;8500;0;;18;;Ret;1
Milk Jus;0;8500;0;;18;8998866500234;Ret;1
Milk Jus;0;8500;0;;18;8998866500258;Ret;1
Milk Jus;0;8500;0;;18;8998866500296;Ret;1
Milk Jus;0;8500;0;;18;8998866605984;Mlkj Ret;1
Milk jus;0;8500;0;;18;8998866202855;Ret;1
Milkita 1000;7722;8500;0;20;18;;Mlkt Ret;1
Milkita Sak;0;6500;0;;4;8997878003153;Pak;1
Milko;0;67000;0;;14;;;1
Milko;0;17000;0;;4;8997231030154;;1
Milktea Time;0;16000;0;;18;8992933392128;;1
Milku;0;35000;0;;14;11090038;Mlk Slop;1
Milku Coklat;0;35000;0;;9;8998866202725;Mlk Slop;1
Milku Coklat;0;3000;0;;12;8998866202725;Mlk Biji;1
Milku Pink;0;3000;0;;12;8998866202732;Mlk Biji;1
Milku pink;0;35000;0;;9;8998866202732;Mlk Slop;1
Milo Kaleng;0;10000;0;;12;9556001051509;Mlkg Biji;1
Milo Kotak Bsr;0;4600;0;;12;8992696523067;Mlkb Biji;1
Milo Kotak Kcl;0;100000;0;;14;08992696523098;Mlkk Dos;1
Milo Kotak Kcl;0;2900;0;;12;8992696523081;Mlkk Biji;1
Milo Renteng;0;18500;0;;18;8992696521797;Mlr Ret;1
Mintz;0;6500;0;;4;;6500;1
Minuman;0;0;0;;;;;1
Minyak Angin 1001;0;3750;0;13;12;28888840;Ma1001 Biji;1
Minyak Angin 1001;0;44000;0;;14;;Ma1001 Dos;1
Minyak Fermina 900 ml;0;14250;0;;12;;;1
Minyak Fermina 900 ml;0;173000;0;;14;;;1
Minyak Filma;0;20000;0;3;1;11040057;Kg;1
Minyak Filma 1 Botol Aqua;25650;28350;0;;8;;Btl;1
Minyak Fitri;0;8500;0;;12;8992946533662;Ftr Biji;1
Minyak Fitri;0;104000;0;;14;;Ftr Dos;1
Minyak Fitri 800ml;0;16000;0;;12;;;1
Minyak Gading 400 ml;0;7750;0;;12;;Mykgdg4 biji;1
Minyak Gading 5 Ltr;80250;87500;0;;12;(90)MD208113001845(91)231106;Mykgdg Biji;1
Minyak Gading 800 ml;0;173000;0;;14;;Mykgdg Dos;1
Minyak Gading 900 ml;13750;14500;0;;12;;Mykgdg Biji;1
Minyak Kita 1 L;0;20500;0;;12;22000101;Biji;1
Minyak Kita 1 L botol;0;250000;0;;14;;Ktbtl 1 Dos;1
Minyak Kita 1 L refil;0;242500;0;9;14;22000033;Dos;1
Minyak Kita 2 Ltr;0;242500;0;9;14;22000040;Dos;1
Minyak Kita 2 Ltr;0;41000;0;;12;22000118;Biji;1
Minyak Kita 5 ltr;0;105000;0;;12;22000125;Biji;1
Minyak Kita 700 ml;0;13250;0;;12;22000064;Biji;1
Minyak Kita 700 ml;0;157500;0;;14;;Dos;1
Minyak Kita 800 ml;0;14000;0;;12;22000071;Biji;1
Minyak Kita 800 ml;0;170000;0;;14;22000002;Dos;1
Minyak Kita 850 ml;0;178000;0;;14;22000019;Dos;1
Minyak Kita 850 ml;0;15000;0;;8;22000088;Biji;1
Minyak Kita 900 ;0;15000;0;;12;22000095;Biji;1
Minyak Tawon CC;23125;23500;0;;;8997916248850;mnytw Biji;1
Minyan;0;10000;0;;1;28888871;Mnyn Kg;1
Miranda;0;12250;0;;12;8997016370314;Mrnd Biji;1
Miranda;0;12250;0;16;12;8997016370369;Biji;1
Miranda;0;12250;0;;12;8997016370352;Biji;1
Miranda;0;12250;0;;12;8997016370390;Biji;1
Miranda;0;12250;0;;12;8997016370369;Biji;1
Miranda;0;12250;0;;12;8997016370161;Biji;1
Misis;0;22000;0;;1;68888237;Mss Kg;1
Misis;0;2500;0;;11;;Mss Ons;1
Mister 2000;0;17500;0;;5;8994834005510;Mstr Ret;1
Mister Kentang isi 40;0;69000;0;;14;18994834005517;Mstr Dos;1
Mixadin ;0;5000;0;5;17;8995858888882;Mxdn Rek;1
Mixagrip Batuk ;0;3000;0;5;17;8995858192620;Mxgrpflbtk Rek;1
Mixagrip Batuk ;0;70000;0;;14;8995858192651;Mxgrpflbtk Dos;1
Mixagrip Greges;0;3150;0;;12;8993058310301;Mxgrpg Biji;1
Mixagrip flu ;0;3000;0;5;17;8995858999991;Mxgrpfl Rek;1
Mixagrip flu ;0;66500;0;;14;8995858999953;Mxgrpfl Dos;1
Mizone;0;3750;0;;12;8992752112518;Mzn Biji;1
Mizone;0;3750;0;;12;8992752112013;Mzn Biji;1
Mizone ;0;45000;0;;14;;Mzn Dos;1
Mld 12;0;21850;0;;4;8991906108384;;1
Mld 12;0;218000;0;;9;8991906158389;;1
Mld Fresh Cola;27400;27600;0;;4;8991906101569;;1
Moko Moko L3;0;20000;0;;18;089686960440;Mkmkl Ret;1
Moko Moko L3;0;115000;0;9;14;10089686960447;Mkmkl Dos;1
Moko Moko M3;0;20000;0;;18;089686960433;Mkmkm Ret;1
Moko Moko M3;0;115000;0;;14;10089686960430;Mkmkm Dos;1
Moko Moko XL;0;135000;0;;14;;Mkmkx Dos;1
Moko Moko XL3;0;24000;0;;18;089686960457;Mkmkx Ret;1
Molto;4750;5000;0;;18;8999999571887;Ret;1
Molto;4750;5000;0;;18;8999999571863;Ret;1
Molto;4750;5000;0;;18;8999999584788;Ret;1
Molto 500;142258;144000;0;10;14;;Dos;1
Molto 500;4750;5000;0;;18;8999999571924;Ret;1
Molto 500;4750;5000;0;;18;8999999571870;Ret;1
Molto 500;4750;5000;0;;18;8999999571924;Ret;1
Molto 500;4750;5000;0;;18;8999999571870;Ret;1
Molto 500;4750;5000;0;;18;8999999586355;Ret;1
Molto 5000;0;4400;0;;12;8999999570385;Biji;1
Molto 5000;0;4400;0;;12;8999999570378;Biji ;1
Momogi;0;9000;0;;16;8994075260044;Mmg Box;1
Momogi 500;0;9000;0;;16;8994075260037;Mmg Box;1
Montalin ;0;30000;0;;14;48888868;Mntln Dos;1
Morris Coklat;4150;4400;0;20;18;;Mrs Ret;1
Morris Vanilla;4150;4400;0;20;18;;Mrs Ret;1
Mutiara;0;2500;0;;12;(90)MD231711001597(91)250702;Biji;1
Mutiara Kucing;0;2500;0;;12;13130114;Mtr Biji;1
Mutiara Kucing ;0;57500;0;;5;13130107;Mtr Bal;1
My Baby 150 ml;0;35000;0;;;8999908392800;Mybby;1
My Baby 30;0;9250;0;16;12;8999908356505;Myb;1
My Baby 60;0;16500;0;16;12;8999908204202;Myb;1
My Baby 90;0;22500;0;16;12;8999908284907;Myb;1
My Baby Powder 135 + 34g;0;9000;0;;;8999908053909;Mbb135;1
My baby 90 + 23;7500;7500;0;;12;8999908968708;Bihi;1
Mychoco Milk;0;9000;0;;16;;MccM Box;1
Nabati;0;96000;0;;14;8993175539524;Nbt2 Dos;1
Nabati 1000;0;9000;0;;4;38888878;Nbt1 Pak;1
Nabati 2000;0;1650;0;;12;8993175535885;Nbt2 Biji;1
Nabati 2000;0;1650;0;;12;8993175535878;Biji;1
Nabati 2000;0;1650;0;17;12;https://qrco.de/nabati-universe;Biji;1
Nabati 2000;0;1650;0;;12;8993175539517;Biji;1
Nabati 2000;0;96000;0;;14;38888885;Dos;1
Nabati 2000;1650;1650;0;;12;8993175562447;Biji;1
Nabati 2000 Coklat;0;1650;0;;12;;Nbt2 Biji;1
Nabati 2000 Keju;0;96000;0;;14;8993175537025;Dos;1
Nabati 2000 Keju;0;1650;0;;12;;Nbt2 Biji;1
Nabati 500;0;8500;0;;16;8993175532907;Nbt5 Box;1
Nabati 500;0;8500;0;;16;8993175531894;Nbt5 Box;1
Nabati 5000;0;4500;0;;12;8993175557733;Nbt5 Biji;1
Nabati 5000;0;125000;0;;14;;Nbt5 Dos ;1
Nabati 5000;0;4500;0;;12;8993175557580;Biji;1
