Produk;Harga Pokok;Harga Jual;Stok;Grup Produk;Satuan;Barcode;Kode Produk;Non Stok
Roti 500;0;4500;0;;4;01550009;Rt5 Pak;1
Roti Bluder Sp;0;5500;0;;12;;Rtbldr Biji;1
Roti Bulat;0;3000;0;17;12;98523559;Rtblt Biji;1
Roti Donat;0;7500;0;;12;;Rid Biji;1
Roti Keju;0;9000;0;;4;;Pak;1
Roti Kering;0;4500;0;;12;01640007;Rtk Biji;1
Roti Kering Donat;0;7500;0;;12;01650006;Rtk Biji;1
Roti Nana;0;1750;0;;12;;Rtn Biji;1
Roti Nanas;2600;2800;0;;12;01600001;Rtnn Biji;1
Roti Nanas ;0;2800;0;;12;(90)MD223739000600388;Biji;1
Roti Papabear;0;9000;0;;4;8997215950973;Pak;1
Roti Royal;0;9000;0;;5;;Bal;1
Roti Sisir;0;10000;0;;5;01610000;Rtssr Bal;1
Roti Sisir;0;50000;0;;20;;Rtssr Iket;1
Roti Sisir;0;2150;0;;12;;Rtssr Biji;1
Roti Sisir ;0;10000;0;;5;8997204440560;Rtssr Bal;1
Roti Sobex;0;6000;0;;12;;Rtsbx;1
Roti Tawar Bsr;0;8500;0;;12;01630008;Rttwrbsr Biji;1
Roti Tawar Kcl;0;4250;0;;12;01620009;RttwBiji ;1
Roti Yuli;0;2750;0;;12;11223245;Rty;1
Royal;0;5000;0;;18;8998866629997;Ret;1
Royal;0;5000;0;;18;8998866630009;Ret;1
Royal Kue;0;4500;0;;11;68888299;Ons;1
Royal Los;0;40000;0;;1;;Kg;1
Royal Pewangi;0;5000;0;8;18;8998866619004;Ret;1
Royal Pewangi;0;5000;0;;18;8998866808729;Ret;1
Royal Pewangi;0;5000;0;;18;8998866808705;Ret;1
Royal Pewangi;0;5000;0;;18;8998866614146;Ret;1
Royal Pewangi;107500;107500;0;;14;;Dos;1
Royal Pewangi ;0;5000;0;;18;;Ret;1
Royal Pewangi 500;0;5000;0;;18;8998866619004;Ret;1
Royal Pewangi 500;0;5000;0;8;18;8998866624015;Ret;1
Royal Pewangi 500;0;5000;0;;18;8998866619035;Ret;1
Royco;0;4750;0;;18;;Ryc Ret;1
Royco Ayam;4500;4750;0;10;18;8999999502393;Ryca Ret;1
Royco Ayam;4500;4750;0;;18;8999999601331;Ryca Ret;1
Royco Sapi;4500;4750;0;10;18;8999999601348;Rycs Ret ;1
Royco Sapi;4500;4750;0;;18;8999999502409;Rycs Ret;1
Sabun Citra;0;35000;0;10;15;;Sbnctr Lusin;1
Sabun Citra;0;2925;0;10;12;8999999533724;Sbnctr Biji;1
Sabun Citra;0;2925;0;10;12;8999999533717;Biji;1
Sabun Citra;0;2925;0;10;12;8999999533731;Biji;1
Sabun Cusson;0;3750;0;;12;8888103200013;Sbncs Biji;1
Sabun Cusson;0;3750;0;;12;8998103012650;;1
Sabun Cusson;0;3750;0;;12;8998103000534;;1
Sabun Cusson ;0;45000;0;;15;;Sbncs Lusin;1
Sabun Detol;0;3500;0;;12;8993560025496;Sbndt Biji;1
Sabun Detol;0;3500;0;;12;8993560155810;;1
Sabun Detol;0;3500;0;;12;8993560025502;;1
Sabun Detol;0;3500;0;;12;8993560156619;;1
Sabun Giv;0;33000;0;8;15;;Sbngv Lusin;1
Sabun Giv;0;185000;0;8;14;31190022;Dos;1
Sabun Giv;0;2700;0;8;12;8998866888622;Sbngv Biji;1
Sabun Giv;0;2700;0;8;12;8998866888622;Biji ;1
Sabun Giv;0;2700;0;8;12;8998866606417;Biji;1
Sabun Giv;0;2700;0;8;12;8998866621571;Biji;1
Sabun Giv;0;2700;0;8;12;8998866612890;Biji;1
Sabun Giv;0;2700;0;;12;8998866612890;Biji;1
Sabun Giv;0;2700;0;;12;8998866621519;Biji;1
Sabun Giv;0;2700;0;;12;8998866804516;Biji;1
Sabun Giv;0;2700;0;;12;8998866608602;Biji;1
Sabun Giv;0;2700;0;;12;8998866608305;Biji;1
Sabun Giv;0;2700;0;;12;8998866608312;Biji;1
Sabun Giv;0;2700;0;;12;8998866609142;Biji ;1
Sabun Giv;0;2700;0;;12;8998866888615;Biji;1
Sabun Giv;0;2700;0;;12;8998866629621;Bj;1
Sabun Giv;0;2700;0;;12;8998866602389;Biji;1
Sabun Giv Cair;0;2250;0;8;12;8998866609463;Sbngvc Biji;1
Sabun Giv Cair;0;2250;0;;12;8998866612906; Biji;1
Sabun Harmony;0;2300;0;;12;8993379200855;Sbnhrmn Biji;1
Sabun Harmony;0;2300;0;;12;8993379200879;;1
Sabun Harmony;0;2300;0;;12;8993379241858;;1
Sabun Harmony;0;2300;0;;12;8993379210854;;1
Sabun Lervia;0;3350;0;;12;8993379254469;Sbnlrv Biji;1
Sabun Lervia;0;40000;0;;15;;Sbnlrv Lusin;1
Sabun Lifebouy;0;4000;0;10;12;8999999059309;Sbnlfb Biji;1
Sabun Lifebouy Bw;0;4250;0;10;12;;Biji;1
Sabun Lifebuoy;41891;48000;0;10;15;;Sbnlf Lusin;1
Sabun Lifebuoy;0;4000;0;;12;8999999059323;Biji;1
Sabun Lifebuoy;0;4000;0;;12;8999999059316;Biji;1
Sabun Lux;0;4000;0;10;12;8999999036690;Sbnlx;1
Sabun Lux;0;4000;0;;12;8999999036638;Sbnlx Biji;1
Sabun Lux;0;4000;0;;12;8999999036607;Sbnlx Biji;1
Sabun Nuvo;0;188000;0;8;14;31190039;Dos;1
Sabun Nuvo;0;33000;0;;15;;Sbnnv Lusin;1
Sabun Nuvo;0;2750;0;;12;8998866602556;Sbnnv Biji;1
Sabun Nuvo;0;2750;0;;12;8998866602549;Biji;1
Sabun Nuvo;0;2750;0;;12;8998866602570;Biji;1
Sabun Nuvo;0;2750;0;;12;8998866610742;Biji;1
Sabun Nuvo Cair;0;2750;0;8;12;;Biji;1
Sabun Segar;0;67500;0;;5;;Sbnsgr Bal;1
Sabun Segar;0;4500;0;;4;;Sbnsg Pak;1
Sabun Shinzui;0;4400;0;;12;8992946512285;Sbnshz Biji;1
Sabun Shinzui;0;4400;0;;12;8992946511790;Biji;1
Sabun Shinzui;0;4400;0;;12;8992946512223;Biji;1
Sabun Shinzui;0;4400;0;;12;8992946521409;Biji;1
Sabun Shinzui;0;4400;0;;12;8992946521836;Biji;1
Sabun Shinzui;0;4400;0;;12;8992946521416;Biji;1
Sabun Shinzui;0;53000;0;;15;;Sbns;1
Safari;0;126000;0;;9;8991906156217;Sfr slp;1
Safari;0;12600;0;;4;8991906106212;Sfr pak;1
Safari Hi-Tech;0;3000;0;;12;8998866765183;Sfrht Biji;1
Safari Hijau;0;14600;0;;;;Biji;1
Safari Hijau;0;146000;0;;;;Slop;1
Sajiku Nasgor;16500;17000;0;12;18;;Sjkn Ret;1
Sajiku Nasgor Ayam;16500;17000;0;12;18;8992770054012;Sjknb Ret;1
Sajiku Nasgor Pedas;16500;17000;0;12;18;8992770054036;Sjkn Ret;1
Sak Gula;0;2000;0;;12;;;1
Saldo;0;101000;0;;12;11223368;Sld;1
Salep 88;0;12500;0;;12;8997013148688;Slp88 Biji;1
Salonpas;0;7500;0;;4;8992870410206;Slnps Pak ;1
Salsa Mie Goreng;4094;4400;0;;18;;Slsrtg;1
Salsa Mie Goreng ;32752;34500;0;;14;;Slsmg Dus;1
Salsa Seblak;32504;33500;0;;14;;Slsb Dus;1
Sambel Ijo;0;12500;0;;18;8991818000110;;1
Sambel Indofood Btl Kcl;0;6250;0;9;12;089686400526;Smbli;1
Sambel Indofood Btl Kcl;0;6250;0;;12;089686400427;Smbli;1
Sambel Indofood Btl Tg;0;11500;0;9;12;089686400854;Smbli;1
Sambel Indofood Extra Pedas;0;6500;0;9;12;089686400816;Smbli;1
Sambel Indofood isi 3 Renteng;0;10000;0;9;4;089686400410;Smbli;1
Samir;2700;3250;0;14;4;88888811;Smr Pak;1
Sampo Clear;9600;10000;0;;18;8999999529833;Spcl Ret;1
Sampo Clear;9600;10000;0;;18;8999999529819;Ret;1
Sampo Clear;9600;10000;0;;18;8999999599256;Spcl Ret;1
Sampo Clear;9600;10000;0;;18;8999999599263;Ret;1
Sampo Cusson;0;7250;0;;12;8888103004352;Spcs;1
Sampo Cusson ;0;7250;0;;12;8888103203014;;1
Sampo Dove;0;10000;0;;18;8999999554934;Spdv Ret;1
Sampo Dove;0;10000;0;;18;8999999554903;Ret;1
Sampo Dove;0;10000;0;;18;8999999554897;Spdv Ret;1
Sampo Emeron;4600;5000;0;8;18;;Spe Ret;1
Sampo Emeron;4600;5000;0;;18;8998866107556;Spe Ret;1
Sampo Emeron;4600;5000;0;;18;8998866107549;Ret;1
Sampo Emeron;4600;5000;0;;18;8998866107020;Ret;1
Sampo Emeron;4600;5000;0;;18;8998866108317;Ret;1
Sampo Emeron;4600;5000;0;;18;8998866109260;Ret;1
Sampo Head Shoulders Lemon;0;10000;0;;18;4902430566889;Sphs;1
Sampo Head Shoulders Menthol;0;10000;0;;18;4902430566896;;1
Sampo Kodomo Kcl;0;2250;0;;12;8998866106047;Smpkdm Biji;1
Sampo Kodomo Kcl;0;2250;0;;12;8998866105323;Biji;1
Sampo Kodomo Kcl ;0;2250;0;8;12;8998866105316;Spkd Biji;1
Sampo Kodomo Tg;0;7000;0;;12;8998866107785;Spkdm Biji;1
Sampo Kodomo Tg;0;7000;0;;12;8998866107778;Biji;1
Sampo Lifebuoy;4750;5000;0;;18;8999999027032;Ret;1
Sampo Lifebuoy;4750;5000;0;10;18;8999999027056;Spl;1
Sampo Lifebuoy;4750;5000;0;;18;8999999585976;Ret;1
Sampo Lifebuoy;4750;5000;0;;18;8999999027049;Ret;1
Sampo Lifebuoy;4750;5000;0;;18;8999999601027;Ret;1
Sampo Lifebuoy;4750;5000;0;;18;8999999601058;Ret;1
Sampo Pantene;9600;10000;0;;18;4902430563864;Ret;1
Sampo Pantene;9600;10000;0;;18;4902430563895;Ret;1
Sampo Pantene;9600;10000;0;;18;4902430563871;Ret;1
Sampo Pantene;9600;10000;0;;18;4902430563888;Ret;1
Sampo Rejois;0;10000;0;;18;4902430753333;Spr;1
Sampo Sunsilk Hitam;9600;10000;0;10;18;8999999609801;Spss Ret;1
Sampo Zink;4600;5000;0;8;18;8998866107471;Spz;1
Sampo Zink;4600;5000;0;;18;;Ret;1
Sampo Zink;93600;95000;0;;14;;Dos;1
Sampo Zink;4600;5000;0;;18;8998866109093;Ret;1
Sampo Zink;4600;5000;0;;18;8998866109130;Ret;1
Sampo Zink;4600;5000;0;;18;8998866107488;Spz;1
Sampo Zink;4600;5000;0;;18;8998866107525;Ret;1
Sampo Zink;4600;5000;0;;18;8998866107518;Ret;1
Sampo Zink;4600;5000;0;;18;8998866108799;Ret;1
Sampo Zink;4600;5000;0;;18;8998866107495;Ret;1
Sampo Zink;0;5000;0;;18;8998866107501;Ret;1
Sampo Zink;4600;5000;0;;18;8998866630498;Ret;1
Sampoerna Prima;0;14900;0;;4;8999909012547;Spnp;1
Sampoerna Prima;0;148500;0;;9;8999909012554;Smprnprm Slp;1
Sanaflu;0;3000;0;;17;8993008125047;;1
Sandal Mely;0;7000;0;;12;;Meli biji;1
Sandal Swallow 10 10½;10000;10500;0;;12;;Swallow11;1
Sandal Swallow 9-10;9500;10000;0;;12;;Swallow910 Biji;1
Santan 1000;0;8500;0;12;18;8997204030990;Sntn1 Ret;1
Santan 1000;0;8500;0;;18;8997210721172;Ret;1
Santan 1000;0;8500;0;;18;8992736212128;Ret;1
Santan 1000;0;8500;0;;18;8997027500014;Ret;1
Santan 1000;0;8500;0;;18;8997034110015;Ret;1
Santan 1000;0;9000;0;;18;8997213440018;;1
Santan Kara Renteng ;0;26000;0;;18;8992717900310;Sntnkr Ret;1
Santan Lezza;0;4500;0;12;12;8997217040702;Sntnl Biji;1
Santan Sasa;0;5250;0;;12;8991188943536;Sntnss Biji;1
Santan Sasa;0;165000;0;;14;;Sntnss Dos;1
Santan Sun Kara;0;5400;0;12;12;8992717781025;Sntnkr Biji;1
Santan Sun Kara;0;192000;0;;14;28992717781029;Sntnkr Dos;1
Saos Beling;0;6000;0;;8;68888695;Ssblg Biji;1
Saos Beling + Botol;0;8500;0;;12;;Biji;1
Saos Plastik;0;2000;0;;12;68888688;Ssplstk Biji;1
Saos Plastik;0;38500;0;;5;68888671;Ssplstk Bal;1
Sapu Lidi;7000;8000;0;;12;;Biji;1
Sari Apel;0;17500;0;;14;;Dos;1
Sari Apel;0;18000;0;;14;;Srap Dos;1
Sari Gandum;0;21500;0;;16;;Srgnd Box;1
Sari Jambu;0;18000;0;;14;;Srjmb Dos;1
Sari Manis;0;51000;0;;4;68888169;Srmns Pak;1
Sari Manis;0;2600;0;;12;68888176;Srmns Biji;1
Sari Minuman;0;18000;0;;14;;Dus;1
Saridon;0;4250;0;5;17;89991039;Srdn Rek;1
Sarimi Gelas Jumbo;0;12500;0;;18;;Ret;1
Sarimie 2;0;85000;0;;14;10089686048701;Srm2 Dos;1
Sarimie 2;0;3600;0;;12;089686048704;Srm2 Biji;1
Sarimie 2;0;85000;0;;14;11070030;Dos;1
Sarimie Ayam Bawang;2687;2750;0;;12;;Biji;1
Sarimie Ayam Bawang ;0;107500;0;;14;;Srma Dos;1
Sarimie Gelas;97515;100000;0;;14;11070061;Dos;1
Sarimie Gelas;8127;8500;0;;18;089686923117;Ret;1
Sarimie Gelas;8127;8500;0;;;089686923124;Ret;1
Sarimie Gelas;8127;8500;0;;18;089686923032;Ret;1
Sarimie Gelas;8127;8500;0;;18;089686923001;Ret;1
Sarimie Gelas ;8127;8500;0;;18;089686923162;Ret;1
Sarimie Gelas soto;8127;8500;0;;18;089686923063;Ret;1
Sarimie gelas jumbo ;12500;12500;0;;18;089686049183;Rtg;1
Sariwangi;9600;10000;0;;18;8999999540333;Srwg Ret;1
Sariwangi;230489;231000;0;;14;08999999156916;Dos;1
Sariwangi Kotak;5433;5750;0;;12;8999999195649;Srwg Biji;1
Score;0;8000;0;;4;8991915101536;;1
Score;0;80000;0;;9;11223320;;1
Seblak 2000;0;24000;0;;5;;;1
Sedap Bakso;0;2750;0;6;12;8998866200929;Biji;1
Sedap Bakso;0;2750;0;;12;01400007;Biji;1
Sedap Bakso;0;108000;0;;14;11060086;Dos;1
Sedap Bakso ;0;108000;0;6;14;18998866200926;Dos;1
Sedap Goreng;108500;113000;0;6;14;11060048;Dos;1
Sedap Goreng;2700;2800;26;6;12;8998866200301;Biji;
Sedap Goreng;2700;2850;0;6;12;(90)MD243735002200168;Biji;1
Sedap Goreng;108500;111000;0;;14;25588880;Dos;1
Sedap Goreng;2700;2850;0;;12;01380002;Biji;1
Sedap Kaldu;0;138000;0;6;14;;Dos;1
Sedap Kaldu Ayam;4500;5000;0;6;18;8998866203708;Ret;1
Sedap Kaldu Sapi;4500;5000;0;6;18;8998866203739;Ret;1
Sedap Kare;0;2750;0;6;12;8998866200578;Biji;1
Sedap Kare;0;108000;0;6;14;11060079;Dos;1
Sedap Kare;0;2750;0;;12;(90)MD231513022019(91)230823;Biji;1
Sedap Kare;0;108000;0;;14;18998866200575;Dos;1
Sedap Kare;0;2750;0;;12;01410006;Biji;1
Sedap Korea;109000;112000;0;6;14;11060062;Dos;1
Sedap Korea;2725;2850;0;6;12;8998866202343;Biji;1
Sedap Korea;2725;2850;0;;12;(90)MD231513140019(91)240520;Biji;1
Sedap Korea;109000;112000;0;;14;18998866202340;Dos;1
Sedap Korea;2725;2850;0;;12;01420005;Biji;1
Sedap Singapore;0;108000;0;;14;;Dos;1
Sedap Soto;106000;109000;0;6;14;11060055;Dos;1
Sedap Soto;2650;2750;104;6;12;8998866200325;Biji;
Sedap Soto;2650;2750;0;6;12;(90)MD243735003500168;Biji;1
Sedap Soto;106000;108000;0;;14;18998866200322;Dos;1
Sedap Soto;2650;2750;0;;12;01390001;Biji;1
Sedap Soto;2650;2750;0;;12;8998866200325;Biji;1
Sedotan Bsr;0;4000;0;;4;;Sdtn Biji;1
Sedotan Kcl;0;2250;0;;4;8991906151915;Sdtn Pak;1
Sedotan Kcl;0;20000;0;;20;68888107;Sdtn Iket;1
Segar Dingin;0;9000;0;6;18;8998866200219;Sgrdg Ret;1
Segitiga 5kg;0;46500;0;;5;8993296101044;Bal;1
Semir Bigen;0;16000;0;;12;8992866110608;;1
Semir Hitop;0;11000;0;16;12;8999338136883;Biji;1
Sendok Bebek;4750;6000;0;;4;;Sndkbbk Pak;1
Senior;0;155000;0;4;9;8991904151108;Snr Slop;1
Senior;0;15500;0;;4;8991904101103;Snr Pak;1
Sentrat;0;9000;0;;1;;;1
Sentrat;0;9500;0;;1;;;1
Sentrat;0;9000;0;;1;;;1
Sergio;0;257000;0;;9;;;1
Sergio 20;0;25750;0;;4;;;1
Setip;0;850;0;;12;;;1
Setip Joyko Besar;0;2500;0;;12;;StipJoy Biji;1
Shafir;0;6650;0;;;;;1
Shinzui;0;4400;0;;12;8992946512285;Biji;1
Shinzui;0;617500;0;;14;;Dos;1
Sidia;18164;19000;0;8;15;;Sda Lusin;1
Sidia;0;1585;0;;12;8998866105538;Sda Biji;1
Sidia Pink;0;1585;0;;12;8998866102162;Sda Biji;1
Signatur Mild;0;28100;0;;4;8998989300230;Shnatrmld Pak;1
Siip Bantal 2000;0;9000;0;;5;8993175538886;Sp2 Bal;1
Siip Wafer 500;0;8500;0;;;8993175531979;Sp5 Box;1
Siip Wafer 500;0;8500;0;;;8993175531986;Spwf dos;1
Siip Wafer 500;0;8500;0;;14;8993175531993;Spwf dos;1
Siiplah;0;24500;0;;14;11111160;;1
Sikat Baju;0;22500;0;16;15;01086652;Sktb Lusin;1
Sikat Baju;0;2000;0;;12;68888855;Sktb Biji;1
Sikat Cipt;0;2750;0;;12;8998866103978;Sktc Biji;1
Sikat Ciptadent;0;2700;0;;12;8998866103985;Sktc Biji;1
Sikat Ciptadent ;31200;32000;0;8;15;;Sktc Lusin;1
Sikat Formula;0;3100;0;;12;8991102020459;Sktf Biji;1
Sikat Formula ;0;33000;0;;15;8991102008808;Sktf Lusin;1
Sikat Kodomo;0;3000;0;8;12;8998866102681;Sktkdm Biji;1
Sikat kodomo + ordol;8000;8000;0;;12;8998866102605;Biji ;1
Silet Gagang;0;5000;0;;18;6950805000061;;1
Silet Goal;0;15000;0;;4;8992765101004;;1
Silet Goal;0;3500;0;;12;;Biji;1
Simas;0;95000;0;;14;;;1
Sip 2000;0;9000;0;;5;;;1
Sirup Indofood ;0;10000;0;;12;089686834055;Srp biji;1
Sirup Indofood ;0;10000;0;;12;089686834307;Srp biji;1
Sisa;0;0;0;;;;;1
Sisa;0;0;0;;;;;1
Sisa Baru;0;0;0;;;;;1
Sisri;0;3250;0;;18;8992933108118;;1
Skakel Gantung;0;2500;0;;12;;Skkl Biji;1
Skiva Langsat;13400;15500;0;16;12;(90)NA18121203895(91)210604;Skv Biji;1
Skiva Natural;0;15500;0;16;12;(90)NA18121203893(91)210604;Skv;1
Skiva Penganten;0;15500;0;16;12;(90)NA18121203896(91)210604;Skv;1
Slic;0;10500;0;;12;8991907102527;Slc Biji;1
Snack Balado 2000;0;9000;0;;4;;;1
Snowman Board Marker;6500;7000;0;;12;4970129000518;Snwbd Biji;1
Snowman Bsr;0;7000;0;;12;4970129726517;Snwmn Biji;1
Snowman Kcl;0;1250;0;;12;;Snwmn Biji;1
So Fresh;0;12000;0;;;8998866627658;Sfrsh Biji;1
So Fresh;0;12000;0;;12;8998866627665;Biji;1
So Yumie;0;8500;0;;18;8998866202565;Sym Ret;1
So Yumie;0;8500;0;;18;8998866202558;Sym Ret;1
So yumie;0;95000;0;;14;;Dos;1
Soba 1000;8500;8750;0;20;18;;Sba1 ;1
Soda Kue Rw;7400;8500;0;12;4;13130145;Sdrw Pak;1
Soda Kue Rw;0;900;0;12;12;8994326102406;Sdrw Biji;1
Soklin 1000;56520;57000;0;8;14;37000851;Dos;1
Soklin 1000;0;5000;0;8;18;8998866618694;Ret;1
Soklin 1000;0;5000;0;;18;8998866803700;Ret;1
Soklin 1000;0;5000;0;;18;8998866612197;Ret;1
Soklin 1000;0;5000;0;;18;8998866610452;Ret;1
Soklin 1000;0;5000;0;;18;8998866619295;Ret;1
Soklin 1000;0;57000;0;;14;18998866610459;Dos;1
Soklin 1000;0;5000;0;;18;8998866612616;Ret;1
Soklin 1000;0;5000;0;;18;8998866608565;Ret;1
Soklin 1000;0;5000;0;;18;8998866607322;Ret;1
Soklin 10rb;0;9000;0;8;12;;Biji;1
Soklin 10rb;0;9000;0;;12;8998866808248;Biji;1
Soklin 10rb;0;9000;0;;12;;Biji;1
Soklin 10rb;0;9000;0;;12;8998866627474;Biji;1
Soklin 10rb;0;9000;0;;12;8998866808231;Biji;1
Soklin 500;0;2500;0;8;18;8998866610469;Ret;1
Soklin 500;48000;49000;0;8;14;21190056;Dos;1
Soklin 500;0;2500;0;;18;8998866608572;Ret;1
Soklin 500;0;2500;0;;18;8998866607339;Ret;1
Soklin 5000;0;4400;0;8;12;;Biji;1
Soklin 5000;0;102000;0;8;14;66588887;Dos;1
Soklin 5000;0;4400;0;;12;8998866612180;Biji;1
Soklin 5000;0;4400;0;;12;8998866618687;Biji;1
Soklin 5000;0;4400;0;;12;8998866609494;Biji;1
Soklin 5000;0;4400;0;;12;8998866610445;Biji;1
Soklin 5000;0;4400;0;;12;8998866610070;Biji;1
Soklin 5000;0;102000;0;;14;18998866612620;Dos;1
Soklin 5000;0;102000;0;;14;18998866610442;Dos;1
Soklin 5000;0;102000;0;;14;18998866610077;Dos;1
Soklin 5000;0;4400;0;;12;8998866612623;Biji;1
Soklin 5000;0;4400;0;;12;8998866609487;Biji;1
Soklin 5000;0;4400;0;;12;8998866619288;Biji;1
Soklin 770gr;0;21000;0;;12;8998866612173;Biji;1
Soklin Lantai 1000;0;10000;0;8;15;28856559;Lsn;1
Soklin Liquid 500;0;10000;0;;4;38888861;Pak ;1
Soklin Smart;0;27500;0;;12;8998866805414;Biji;1
Sol Bold;0;12500;0;;4;8997228190014;;1
Sol Bold;0;125000;0;;9;;;1
Sol Kretek;0;8000;0;;4;;;1
Sol Ultimate;0;12000;0;;4;8997230550011;;1
Solasi;1000;1000;0;;12;;Biji ;1
Solasi hitam ;900;900;0;;12;;Biji;1
Solklin 500;0;2500;0;;18;8998866803717;;1
Sollin 5000;0;102500;0;;14;18998866612187;;1
Sosis Sonice;0;19000;0;;23;8993110071126;Toples;1
Sosis Sonice;0;111000;0;;14;8993110000782;Sss Dos;1
Sosis Sonice;0;19000;0;;23;(90)MD239711034063(91)261012;Toples;1
Sosis Sonice;0;19000;0;;23;(90)MD239711034063(91)261012;Toples;1
Sosis Vigo Pak;0;21500;0;;4;8995555211228;Ssv Pak;1
Sosis Vigo Toples;0;22500;0;17;23;8995555211235;Toples;1
Sosof;0;10000;0;;4;8998866626255;;1
Sosof;0;10000;0;;15;8998866628112;Ssf;1
Sosro;8000;8500;0;;18;8886007811427;Ssr Ret;1
Soyumie;0;8500;0;;18;;;1
Soyumie;0;8500;0;;18;;Sym tet;1
Sp Kue Kenari;0;1800;0;;12;;;1
Sp Kuwik ovalet;0;35000;0;;16;68888213;;1
Spalding Deo;0;11500;0;;7;8992222040129;Biji;1
Sphp;0;59500;0;;12;11010098;;1
Spirits;0;18000;0;;14;11111115;;1
Spix Mie 500;4312;4500;0;20;18;;Spx5 Ret;1
Spix Mie Goreng;0;36000;0;;14;;;1
Spixx Soba 1000;8500;8750;0;20;18;;Rtg;1
Sprite Imut;0;32000;0;;9;(90)MD266510116032(91)270609;;1
Sprite Imut ;0;2750;0;;8;8992761145026;;1
Sprite Lebaran;0;18000;0;;14;;;1
Sprite Seru ;0;47500;0;;9;(90)MD266510116032(91)270609;;1
Sprite Seru ;0;4100;0;;8;8992761002022;;1
Sprite/Fanta Imut;0;32000;0;11;14;11090052;Slop;1
Sprite/Fanta Seru;0;47500;0;11;14;11090045;Slop;1
Sprits;0;18000;0;;14;;Sprt Dos;1
Srigunting;0;27500;0;;14;8999909884007;Srgntg Dos;1
Srigunting;0;27500;0;;14;8999909885004;Srgntg Dos;1
Srigunting;0;27500;0;;14;(90)MD218513057043(91)260316;Srgntg Dos;1
Srigunting;0;27500;0;;14;(90)MD218513043043(91)260308;Srgntg Dos;1
Srigunting ;2300;2800;0;;12;(90)MD218513045043(91)260308;Biji;1
Sriti;6800;7250;0;;12;68888091;;1
Stella;0;9500;0;;12;8992745320067;;1
Stella;0;9500;0;;12;8992745320135;;1
Stella;0;9500;0;;12;8992745610892;;1
Stella;0;9500;0;;12;8992745320784;;1
Stepler Max;0;18500;0;;12;4902870775698;Biji;1
Sticu Wafer;0;5000;0;;20;8993051989412;;1
Stik Biskitop;0;11000;0;;4;;Jajan;1
Stik Biskitop;0;102500;0;;5;;Bak;1
Stik Jaipong 1/2;0;15000;0;;4;;Jjn stkjpg Pak;1
Stik Jaipong 1/4;0;8000;0;;4;;Jjn stkjpg Pak ;1
Stip joyco bsr;0;2000;0;;12;;;1
Stip kcl;0;850;0;;12;;;1
Suki;0;69000;0;;14;;;1
Suki ;8500;8750;0;20;18;8994834009006;Sk Ret;1
Sukses Mie;0;3500;0;6;12;8998866201667;Skssm Biji;1
Sukses Mie;0;84000;0;6;14;11060093;Skssm Dos;1
Sukun Merah Filter 12;0;17800;0;;4;8999090501011;Sknm Pak;1
Sukun Merah Filter 12;0;177500;0;4;9;8999090502018;;1
Sukun Merah Kretek;0;11200;0;;4;8999090522757;;1
Sukun Merah Kretek ;0;112000;0;;9;8999090522795;;1
Sun Kotak Hijau;0;8250;0;9;12;089686535143;Snktk Biji;1
Sun Kotak Pisang;0;8250;0;9;12;089686535242;Snktk Biji;1
Sun Mp-Asi Ijo;0;12000;0;9;18;089686547047;Snmp Ret;1
Sun Mp-Asi Merah;0;12000;0;9;18;089686547016;Snmp Ret;1
Sun Mp-Asi Pisang;0;12000;0;9;18;089686646009;Snmp Ret;1
Sun Mp-asi;0;12000;0;;18;;Snmp Ret;1
Sunlight 2000;0;1750;0;;12;8999999607159;Snlght;1
Sunlight 2000;0;52000;0;;14;;Snlght Dos;1
Sunlight Cuci Piring 650 ml;0;12500;0;9;12;8999999589189;Snlght Biji;1
Sunsilk Botol 70ml;0;14000;0;10;12;8999999048259;;1
Sunsilk Conditioner ;0;5000;0;10;18;8999999500900;Skc Ret;1
Super Sol;0;5000;0;;18;8998866803731;Sprsl Ret;1
Super Star isi 20+1;0;18000;0;;14;8996001355237;Sprst Box;1
Super Tetra;0;8500;0;;17;58888858;Staa Rek;1
Super Tetra;0;170000;0;;14;8999809101310;Sta Dos;1
Super oz;18000;18000;0;;9;;Slop;1
Surya 12;25150;26250;0;;4;8998989110129;Sry12 Pak;1
Surya 12;250000;262000;0;4;9;8998989811019;Sry12 Slop;1
Surya 16;0;33250;0;;4;8998989110167;Sry16 Pak;1
Surya 50;0;93000;0;;7;8998989110501;Sry5 Klng;1
Surya Ecer;0;2500;0;;12;;SryE Biji;1
Surya Lencer;0;2500;0;;12;;Lencer;1
Susu Jahe Sido;0;16000;0;;18;8998898853100;;1
Susu Tiga Sapi Coklat;0;12500;0;;12;8993007004213;3s Biji;1
Susu Tiga Sapi Putih;0;12500;0;9;7;8993007002967;3s Biji;1
Suun;50000;52500;0;;5;33658995;Bal;1
Suun;0;5350;0;;12;8991906151793;Biji;1
Tabung Gas;0;160000;0;;12;;Biji;1
Taiko Krezz;0;82000;0;;14;;Tkk Dus;1
Taiko Rumput Laut;8000;8500;0;20;18;;Tko Ret;1
Taiko Sambal Daun Jeruk;8000;8500;0;20;18;;Tko Ret;1
Taksis;0;8000;0;17;4;38888830;Tkss Pak;1
Tali Jagat;0;9600;0;;4;8998127622132;;1
Tamara Hbl;0;8000;0;;12;8999908921505;;1
Tamarin;0;6500;0;;4;8996001328224;Tmrn Pak;1
