nama,harga_beli,harga_jual,stok,satuan,barcode,kode
234 12,1,193000,0,Slop,8999909000605,2341 Slop
234 12,0,19400,0,Pak,8999909028234,2341 Pak
234 12 Edisi,0,19300,0,Pak,8999909000629,34e Pak
234 12 Edisi,0,192500,0,Slop,8999909000698,34e Slop
234 16,0,25500,0,Pak,8999909010567,23416 Pak
234 16,0,255000,0,Slop,8999909005860,23416 Slop
234 Refil,0,213000,0,Slop,8999909038899,234rfl Slop
234 Refil,0,21400,0,Pak,8999909028999,234rfl Pak
234 Refil tepak,0,25000,0,Biji,8999909012516,Biji
76 10,0,112000,0,Slop,8991906151762,7610 Slop
76 10,0,11250,0,Pak,8991906101767,7610 Pak
76 12,0,15600,0,Pak,8991906101668,7612 Pak
76 12,0,156000,0,Slop,8991906151663,7612 Slop
76 16,0,21000,0,Pak,8991906101729,7616 Pak
76 16,0,209000,0,Slop,8991906151724,7616 Slop
76 Apel,13500,13600,0,Biji,8991906106250,
76 Apel,0,137000,0,Slop,,Slop
76 Apel Royal,0,14650,0,Biji,8991906106311,Aplryl Biji
76 Apel Royal,0,146000,0,Slop,8991906156316,Aplryl Slop
76 Kurma,0,14300,0,Pak,8991906101781,76k Pak
76 Madu,0,13650,0,Pak,8991906101774,76md Pak
76 Madu,0,136000,0,Slop,8991906151779,76md Slop
76 Mangga,0,14500,0,Pak,8991906101811,76mgg Pak
76 Mangga,0,145000,0,Slop,8991906151816,76mgg Slop
76 Nanas,0,13600,0,Pak,8991906102511,76nns Pak
76 Nanas,0,136000,0,Slop,8991906152516,76nns Slop
76 Royal,0,15500,0,Pak,8991906106182,Pak
76 Royal,0,155000,0,Slop,8991906156187,Slop
A Mild Edition,0,290000,0,Slop,8999909006959,Amldedtn Slop
A Mild Edition,0,29000,0,Pak,8999909006942,Amldedtn Pak
A Mild Lama,0,33750,0,Pak,8999909096004,Amld Pak
Abc Kcl,0,9000,0,Pak,86828680,Abckcl Pak
Abc Kcl,0,54000,0,Dos,8886022830243,Abckcl Dos
Abc Remot Biru,0,21000,0,Ret,8886022941802,Abcrmt Ret
Abc Remot Hitam,0,26000,0,Ret,8886022941123,Abcrmt Ret
Abc botol kaca,17750,18000,0,Biji,711844120013,Biji
Abon,0,4250,0,Biji,68888343,Abn Biji
Adem Sari,0,1900,0,Biji,8997239630103,Biji
Adem Sari Cingku,0,6500,0,Biji,8992772586030,Biji
Adem Sari Isi 24,0,51000,0,Pak,8992772122245,Pak
Adem Sari isi 8,0,17000,0,Pak,8997239630431,Pak
Adem sari,2150,2250,0,Biji,,Biji
Aga,0,155000,0,Slop,8999909000995,Slop
Aga,0,15550,0,Pak,8999909000988,Pak
Agar Satelit,0,28000,0,Dos,8992705025100,Dos
Agar Satelit,0,28000,0,Dos,8992705045108,Dos
Agar Satelit,0,28000,0,Dos,8992705015101,Dos
Agar Satelit,0,2400,0,Biji,,Biji
Agar Satelit Super,0,47000,0,Dos,8992705025025,Dos
Agar Satelit Super,0,4000,0,Biji,8992705021027,Biji
Agar Satelit Super,0,47000,0,Dos,8992705015026,Dos
Agar Satelit Super,0,4000,0,Biji,8992705011028,Biji
Agar Satelit Super,0,4000,0,Biji,8992705041025,Biji
Agar Satelit Super,0,47000,0,Dos,8992705045023,Dos
Aito,0,12000,0,Biji,8997219420038,Biji
Aks 12,0,14700,0,Pak,8998989500128,Pak
Aks 12,0,146500,0,Slop,8998989850049,Slop
Aks 16,0,16750,0,Pak,8998989500166,Pak
Aks Baru,0,145500,0,Pak,8998989501125,Pak
Alamo Bsr,0,35000,0,Dos,00000000,Dos
Alamo Bsr,0,3000,0,Biji,8993412101057,Biji
Alamo Tg,0,35000,0,Dos,01000009,Dos
Alamo Tg,0,1500,0,Biji,8993412101040,Biji
Alco,0,2000,0,Biji,,Biji
Ale Ale,0,20000,0,Dos,10868201,Alal Dos
Ale-Ale Ice Jeruk,1600,2000,0,Biji,8998866820837,Ale
Alfa Coklat,0,20000,0,Biji,8993037001046,Alfcklt Biji
Amplop,0,5000,0,Pak,8995757827241,Amplp Pak
Amplop,0,22000,0,Slop,68888596,Amp Slop
Amplop,0,5000,0,Pak,68888602,Pak
Amplop,1000,1000,0,Biji,,Biji
Amplop 3 Biji,0,500,0,Biji,,Amp Biji
Amplop Coklat Tali,900,1500,0,Biji,,Amptck Biji
Amplop Grandia,13500,14000,0,Pak,8997232810007,Ampgrn Pak
Amplop Grandia,135,200,0,Biji,,Ampgrnd Biji
Amplop Mini,0,4000,0,Pak,,Amplop Pak
Anais,0,25500,0,Biji,8992895141208,Ans Biji
Anak Mas,0,8500,0,Ret,089686033007,Ankms Ret
Anak Mas,0,8500,0,Ret,089686033021,Ankms Ret
Andalan,15000,16000,0,Pak,8997011200531,Andln Pak
Andalan,0,230000,0,Dos,,Dos
Anget Sari Ss Jahe,0,11000,0,Ret,8992933453119,Agtssj Ret
Anlene,0,26000,0,Ret,9415007040026,Anln Ret
Anlene Gold,0,30000,0,Ret,9415007056850,Anln Ret
Antalgin,0,4000,0,Bungkus,48888844,Antlg Rek
Antalgin,32500,37500,0,Dos,8993515361365,Antlgn Dos
Antangin,0,36000,0,Dos,8992003782347,Antgn Dos
Antangin,0,3100,0,Biji,8992003782354,Antgn Biji
Antangin Anak,0,9000,0,Dos,8992003783672,Antgna Dos
Antangin Permen,0,6250,0,Pak,8992003783375,Antgnp Pak
Antimo,0,4750,0,Pak,8993498210230,Antm Pak
Aoka,0,2000,0,Biji,8997225840035,Aka Biji
Aoka,0,2000,0,Biji,8997225840011,Biji
Aoka,0,2000,0,Biji,8997225840028,Biji
Aoka,0,2000,0,Biji,8997225840134,Biji
Aoka,0,2000,0,Biji,8997225840189,Biji
Aoka,0,115000,0,Dos,31190060,Aka Dos
Aoka,0,2000,0,Biji,8997225840264,Biji
Aoka,0,2000,0,Biji,01590005,Biji
Aoka Gulung,0,9000,0,Pak,,Aokg Pak
Apache 12,0,19200,0,Pak,8994729100245,Apc12 Pak
Apache 12,0,182000,0,Slop,8994729200242,Apc12 Slop
Apache 16,0,21500,0,Pak,8994729100122,Apc16 Pak
Apache 16,0,212000,0,Pak,8994729200129,Apc16 Pak
Aqua Bsr,0,52500,0,Dos,01100006,Dos
Aqua Bsr,0,4500,0,Biji,8886008101091,Biji
Aqua Tg,0,50000,0,Dos,01111002,Dos
Aqua Tg,0,2250,0,Biji,,Biji
Aquviva Kcl,0,19000,0,Slop,,Slop
Aquviva Kcl,0,850,0,Biji,(90)MD122882003700438,Biji
Aquviva Tg,0,2000,0,Biji,8998866632287,Biji
Aquviva Tg,0,23000,0,Slop,,Slop
Arang Bungkus,2000,2250,0,Pak,,Arang Bks
Arang Iket,4000,4500,0,Ikat,,Arang Iket
Ares,0,165000,0,Slop,18997207190131,Ars Slop
Ares,0,16500,0,Pak,8997207190134,Ars Pak
Arta Ijo,0,30000,0,Kg,11223290,Arti Kg
Arta Kupas,27000,30000,0,Kg,68888251,Artkps Kg
Asam Jawa,0,18500,0,Dos,11111191,Asmj Dos
Astor Singles,0,17500,0,Batang,8996001357088,Astrsgls Box
Atira 2000,16500,17000,0,Bal,,Bal
Atom 500,0,4250,0,Biji,,Atm5 Biji
Atom 5000,0,45000,0,Bal,38888854,Atm5 Bal
Atom Panda 5000,0,4600,0,Biji,,Atmp5 Biji
Atom Pusaka 5000,0,44000,0,Bal,,Atmp5 Bal
Atom Pusaka 5000,0,4500,0,Biji,8991004026924,Atmp5 Biji
Autan,5250,5500,0,Ret,8998899004105,Atn Ret
BMX Es Kopyor,33000,34000,0,Batang,,Bmxe
BMX Melon,33000,34000,0,Dos,,Bmxm Dus
BMX Ring Keju,33000,34000,0,Dos,,Bmxr Dus
Babalon,0,16500,0,Lembar,8992919025088,Bbl
Babol,0,10500,0,Pak,8991115012021,Bbl
Babol,0,10500,0,Pak,8990800016757,
Babol,0,10500,0,Pak,8990800019802,Pak
Baby Happy L1,0,76500,0,Dos,18998866500514,Dos
Baby Happy L1,0,10000,0,Ret,8998866500517,Ret
Baby Happy M1,0,10000,0,Ret,8998866500463,Ret
Baby Happy M1,0,76500,0,Dos,18998866500460,Dos
Baby Oil,0,11500,0,Biji,8998103004488,Bbyo Biji
Baby Oil b,11330,20000,0,Biji,8888103205018,Bbyo Biji
Baby Shake,0,17000,0,Pak,8997231030239,Bbys Pak
Baby Shake,0,67000,0,Dos,,Bbys Dos
Baby happy XL,10000,12000,0,Ret,,Ret
Baking Powder Rw,8000,8500,0,Pak,13130138,Bkngp Pak
Baking Powder Rw,0,850,0,Biji,8994326102383,Bkngp Biji
Balado,0,7000,0,Pak,,Jajan Pak
Balado,0,125000,0,Bal,,Jajan Bal
Balap,64000,66000,0,Dos,,Blp Dus
Balap,16000,17000,0,Bal,,Blp2 Bal
Balsem Lang Bsr,0,9000,0,Biji,8993176120028,Blsmlng Biji
Balsem Lang Kcl,0,5100,0,Biji,8993176120035,BlsmLng Biji
Balsem Lang Kcl,0,60000,0,Lusin,,Blsmlg Lusin
Bango 1000,0,10000,0,Ret,8999999533496,Bngo Ret
Bango Btl Tg,0,22000,0,Biji,8999999002503,Bngo
Barakat,3600,3750,0,Biji,,Bt
Basreng,35000,36000,0,Ikat,,Bsrng Iket
Basreng Dua Saudara,8750,9500,0,Pak,38888823,Bsrg
Batu Korek,0,9000,0,Pak,22000286,Btk Pak
Bawang Putih,0,37500,0,Kg,11040064,Bwgpt Kg
Bawang Putih Bubuk,0,5000,0,Ret,8997210720175,Bwgph Ret
Bawang Putih renteng,0,4000,0,Ret,11050094,Bwgph Ret
Baygon B,0,4000,0,Biji,8998899001579,Biji
Baygon Bakar Bsr,0,4000,0,Biji,8998899001623,Bygnbkrb Biji
Baygon Bakar Kcl,0,3000,0,Biji,8998899001500,Bygnbkrkcl Biji
Baygon Spray,0,16000,0,Biji,8998899995113,Bygnspry Biji
Baygon Spray,0,15500,0,Biji,8998899996332,Biji
Baygon Spray,0,15500,0,Biji,8998899400341,Biji
Baygon Spray,0,190000,0,Slop,22000217,Bygnspry Slop
Baygon Spray Bsr,0,34000,0,Biji,,Bygn Biji
Baygon Spray Kcl,0,15500,0,Biji,8998899400358,Biji
Baygon Spray Kcl,0,185000,0,Dos,18998899400355,Dos
Baygon Spray Kcl,0,15500,0,Biji,8998899400327,Biji
Bdk Cusson Bsr,0,10000,0,Biji,,Bdkcb Biji
Bdk Cusson Kcl,0,5000,0,Biji,,Bdkck Biji
Bdk Cusson Kcl,0,5500,0,Biji,8998103018508,Biji
Bdk Cusson Kcl,0,5500,0,Biji,8998103018515,Biji
Bdk Cusson Kcl,0,5500,0,Biji,8998103018492,Biji
Bdk Cusson Mini,2865,3250,0,Biji,,Bdkcm Biji
Bdk Cusson Mini,0,3250,0,Biji,8998103018478,Biji
Bdk Cusson Mini,0,3250,0,Biji,6564814407096,Biji
Bdk Cusson Tg,0,7000,0,Biji,,Bdkct Biji
Bdk Cusson Tg,0,7000,0,Biji,88820309,Biji
Bdk Cusson Tg,0,7000,0,Biji,8998103000589,Biji
Bdk Cusson Tg,0,7000,0,Biji,8998103011813,Biji
Bdk Kodomo 200 gr,0,8500,0,Biji,8998866104975,Bdkk Biji
Bdk Kodomo 200 gr,0,8500,0,Biji,8998866103862,Biji
Bdk Kodomo 50 gr,26640,28000,0,Lusin,,Bdkk Lusin
Bdk Kodomo 50 gr,0,2350,0,Biji,8998866104968,Biji
Bdk Kodomo 50 gr,0,2250,0,Biji,(90)NA18171001743(91)200802,Biji
Bdk Kodomo 50g,0,2500,0,Biji,,Bdkk Biji
Bdk Pixy Refil,0,24500,0,Biji,8992222071451,Bdkpxr Biji
Bdk Pixy Refil,0,24500,0,Biji,8992222071130,Biji
Bdk Pixy Refil,0,24500,0,Biji,8992222071871,Biji
Bear Brand,0,9750,0,Biji,8992696404441,Brbrnd Biji
Bebeto 2000,17250,17500,0,Ret,8994834008443,Bbt Ret
Bebeto 2000,0,69000,0,Dos,18994834008440,Bbt Dos
Bebeto 2000,17250,17500,0,Sak,,Ball
Bedak Cusson 350gr Berries,16496,17000,0,Biji,8998103012308,Cusson350
Bedak Cusson 350gr Sakura,16496,17000,0,Biji,8998103000688,Cusson350
Bedak Cusson 350gr Vanilla,16496,17000,0,Biji,8888103201317,Cusson350
Bedak Kodomo 200 + 50g,0,9000,0,Biji,8998866106641,Kdm200 Biji
Bedak Kodomo 200 + 60g,0,10500,0,Biji,8998103012247,Kdm200
Bedak Kodomo 200 + 60g,0,10500,0,Biji,8888103201218,Kdm200
Bedak Kodomo 200 gr,0,8500,0,Biji,8998866105002,Biji
Bedak Kodomo 300 gr,0,11000,0,Biji,8998866104340,Biji
Bedak Kodomo 300 gr,0,11000,0,Biji,8998866106658,Biji
Bejo,0,27000,0,Dos,8993058304812,Bjo Dos
Bejo,0,2350,0,Biji,8993058304201,Bj Biji
Bekoh Sapu,0,43000,0,Slop,,Slp
Bekoh Sapu,0,212500,0,Sak,,
Benang 5k,0,5000,0,Biji,,Biji
Benang Jahit,56000,60000,0,Bal,,Bngjht Bal
Benang Jahit,0,12000,0,Lusin,68888022,Bngjht Lusin
Benang Kasur Angsa,28500,30000,0,Dos,68888039,Bngksr Dos
Benang Layangan 10rb,0,10000,0,Biji,,Bly10 Biji
Benang Layangan 15rb,0,15000,0,Biji,,Bly15 Biji
Benang Layangan 20rb,0,20000,0,Biji,,Bly20 Biji
Benang Layangan 25rb,0,25000,0,Biji,,Bly25 Biji
Benang Layangan 6rb,0,6000,0,Biji,,Bly6 Biji
Bendera Klng Coklat,0,12000,0,Biji,8992753102204,Bndrkc Biji
Bendera Klng Putih,0,12000,0,Biji,8992753101207,Bndrkp Biji
Bendera Kotak,0,2600,0,Biji,8992753182008,
Bendera Kotak,0,97000,0,Dos,,Dus
Bendera Sst,0,147500,0,Dos,,Dos
Bendera Sst Coklat,0,7500,0,Pak,8992753102303,Pak
Bendera Sst Putih,0,7500,0,Pak,8992753031900,Pak
Beng-beng,0,36000,0,Dos,8996001354131,Bgbg Dos
Beras,0,0,0,Kg,11020004,Kg
Beras,0,0,0,Sak,,Sak
Beras 1 kg,0,13200,0,Sak,,Brs 1 Sak
Beras Anak Gunung 10,134000,137000,0,Kg,10000090,Ankg
Beras Anak Gunung 25,0,340000,0,Kg,11010005,Ankg
Beras Anak Gunung 5,0,69500,0,Kg,10000083,Ankg
Beras Aura Ijo,0,280000,0,Sak,,Brsaur Sak
Beras Bulog,0,600000,0,Kg,,Blg
Beras Bulog,0,12000,0,Biji,07643798,
Beras Jagung,0,9200,0,Kg,11010043,Brsj Kg
Beras Jagung 25,0,195000,0,Kg,,
Beras Jagung 5 kg,43750,47000,0,Biji,11010029,Brsj Biji
Beras Jbu 25,0,317500,0,Kg,,Jbu
Beras Jbu 5 kg,0,65000,0,Kg,,Jbu
Beras Kepompong 1 kg,15100,15750,0,Biji,,Biji
Beras Kepompong 10 kg,143000,149000,0,Sak,10000069,Sak
Beras Kepompong 2.5 kg,0,37500,0,Sak,,Sak
Beras Kepompong 25 kg,355000,375000,0,Sak,10000076,Sak
Beras Kepompong 3 kg,44100,46000,0,Sak,10000045,Sak
Beras Kepompong 5 kg,72250,75000,0,Sak,10000052,Sak
Beras Ketan,0,24000,0,Kg,11010050,Brsktn Kg
Beras Ketan  25 kg,0,595000,0,Sak,11010036,Brskt Sak
Beras Mawar,0,285000,0,Sak,25896343,Brsmwr Sak
Beras Montong,0,342500,0,Kg,,Brsm
Beras Montong,0,13750,0,Biji,,Bsm
Beras Nagayana 10 kg,0,135000,0,Kg,,Ngyn
Beras Nagayana 25 kg,0,335000,0,Sak,,Ngyn Sak
Beras Nagayana 5 kg,0,68000,0,Sak,,Ngyn Sak
Beras PC Besuk,0,275000,0,Sak,,Brspc Sak
Beras Pena 10kg,127000,128500,0,Sak,,Pena10 Sak
Beras Pena 25kg,315000,320000,0,Sak,,Pena25 Sak
Beras Polos 10 kg,0,112000,0,Biji,,Brs1
Beras Polos A 25kg,0,345000,0,Sak,,Brspls Sak
Beras Tani,0,315000,0,Kg,55633208,Brstn
Beras Tinta 10 kg,0,135000,0,Sak,10000021,Sak
Beras Tinta 25 kg,0,337500,0,Sak,10000038,Sak
Beras Tinta 3 kg,0,41500,0,Sak,66522485,Sak
Beras Tinta 5 kg,0,68000,0,Sak,10000014,Sak
Beras Zakat 2.5 kg,0,34000,0,Biji,,Zkt
Beras Zakat 3 kg,0,41000,0,Biji,,Zkt Biji
Big Babol,0,10500,0,Pak,8991115010027,Bgb Pak
Big Bos,0,4000,0,Pak,8997009490029,Bgbs Pak
Big Bos,0,4000,0,Pak,68888626,Pak
Big Bos,0,39000,0,Bal,68888619,Bgbs Bal
Bihun Jago,0,36000,0,Bal,11080008,Bhnj Bal
Bihun Jago,0,1850,0,Biji,22000163,Bhnj Biji
Bihun Jagung,76230,78000,0,Bal,11080022,Bhnjg Bal
Bihun Jagung,0,5250,0,Ret,8997011700093,Bhnjg Ret
Bihun Nus,44000,46000,0,Bal,11080015,Bhnns Bal
Bihun Nus,2200,2350,0,Biji,8991906151786,Bhnns Biji
Bihun Tunas,0,6250,0,Biji,8997217582028,Bhntn Biji
Biji Selasih,0,9000,0,Botol,,Slsh Ons
Bimoli 1 ltr,18800,19250,0,Biji,8992628022156,Bml1 Biji
Bimoli 2 ltr,36833,37500,0,Biji,,Bml2 Biji
Binotal,0,70000,0,Ret,48888875,Bntl Ret
Binotal,0,15000,0,Biji,,Biji
Bintang 7,0,8500,0,Lusin,8993058000929,Bntg7 Lusin
Bio 1000,0,17000,0,Pak,8991906151922,Pak
Bio 1000,0,850,0,Biji,8998008152130,Biji
Bio 1000,0,245000,0,Dos,11223221,Dos
Bio 500,0,2600,0,Ret,8998008152109,Ret
Bio 500,0,21000,0,Bal,41190012,Bal
Bio 5000,0,45000,0,Pak,8991906151939,Pak
Bio 5000,0,535000,0,Dos,,Dos
Bio 5000,0,4500,0,Biji,8998008152079,Biji
Bio Bsr,0,10800,0,Biji,8998008152086,Biji
Bio Bsr,0,107500,0,Bal,8991906151953,Bal
Black Capucino,0,31700,0,Pak,8991906101170,Blckc Pak
Blaster,0,6500,0,Pak,8991102230308,Blstr Pak
Blaster,0,6500,0,Pak,8991102991384,Pak
Bloxx,0,66000,0,Dos,,Blx Dus
Bloxx,16250,17000,0,Bal,,Blx Bal
Blue Band,0,43000,0,Kg,,Blbnd Kg
Bodrex,0,9000,0,Pak,8999908000200,Pak
Bodrex,0,98000,0,Slop,22000293,Bdrx Slop
Bodrex,0,4500,0,Bungkus,,Bdrx Rek
Bodrex Extra,0,2500,0,Bungkus,8999908285003,Bdrxextr Rek
Bodrex Extra,0,55000,0,Dos,8999908285102,Bdrxextr Dos
Bodrex Flu Batuk,0,2500,0,Bungkus,8999908057709,Bdrxflbtk Rek
Bodrex Flu Batuk,0,53000,0,Dos,8999908057808,Dos
Bodrex Migra,0,2500,0,Bungkus,8999908071903,Bdrxmgr Rek
Bodrex Migra,0,57500,0,Dos,8999908072009,Dos
Bodrexin,0,5000,0,Pak,8999908000705,Bdrxn Pak
Bodrexin,0,57500,0,Dos,22000309,Dos
Bodrexin,0,5000,0,Pak,(90)DBL7222708910A1(91)240531,Pak
Boncabe Level 15,0,10000,0,Ret,8995899250143,Bncb Ret
Boncabe Level 30,0,10000,0,Ret,8995899250150,Bncb Ret
Boncabe Level 50,0,10000,0,Ret,8995899215036,Bncb Ret
Boom,0,102000,0,Dos,,Bmp Dos
Boom,0,9000,0,Ikat,8998866626835,Bm Paket
Boom Cinta,0,102000,0,Dos,,Bmcnt Dos
Botol,0,1500,0,Biji,68888664,
Botol Saos,0,2000,0,Biji,66666660,Biji
Boyki,8375,8500,0,Ret,,Byk Ret
Buku Ekspedisi,9700,10000,0,Biji,8991389241578,Bkeks Biji
Buku Folio,17000,18000,0,Biji,8991389243374,Bkfl Biji
Buku Octavo,5300,5500,0,Biji,8991389241561,Bkoct Biji
Buku Qwarto,9700,10500,0,Biji,8991389241592,Bkqrt Biji
Buku Sidu 32,0,28000,0,Bal,8991389300091,Bksd Bal
Buku Sidu 38,0,30000,0,Bal,8991389300107,Bksd Bal
Buku Sidu Gambar,0,18500,0,Bal,8991389301036,Bksdg Bal
Buku Sidu Halus,0,31000,0,Bal,8991389300121,Bksdhls Bal
Buku Sidu Kotak,0,32000,0,Bal,8991389300114,Bksdk Bal
Buku Sidu Kotak Vision,0,32000,0,Bal,876547895757,Bksdk Bal
Buku Sidu Skola,0,28000,0,Bal,,Bksds Bal
Buku Tabungan,380,500,0,Biji,,Bktb Biji
Buku sidu,3500,3500,0,Biji,,Biji
Buku sidu gambar,3700,4000,0,Biji,,Biji
Bulog 10kg,0,120000,0,Kg,,
Bumbu Bakso,0,5000,0,Ret,8995102703091,Bmbbks Ret
Bumbu Goreng 509,0,5000,0,Ret,8997210721264,Ret
Bumbu Kuah,0,5000,0,Ret,8997210721271,Ret
Bumbu Sop,0,5000,0,Ret,8995102703138,Bbsp Ret
Bunga Gem,0,14000,0,Pak,,Bnggem Pak
Buter Cream,0,26000,0,Kg,68888480,Btrcrm Kg
Buter Cream 5 kg,0,120000,0,Biji,,Btrc Bak
CD Nelayan 3 biji,0,1000,0,Biji,,
Cabe Bubuk,0,5000,0,Ret,8997210720625,Cbbbk Ret
Caffeno,0,20000,0,Ret,8991998114218,Ret
Caffeno,0,20000,0,Ret,8991998114317,Cffn Ret
Caffeno,0,20000,0,Ret,8991998116816,Ret
Caffeno,0,20000,0,Ret,8991998116717,
Caladine,0,17500,0,Botol,,Cldn Botol
Camel,0,16600,0,Pak,8997217370311,Cml Pak
Camel,0,165500,0,Slop,8997217370328,Cml Slop
Camilan,0,0,0,Biji,,Cml
Camilan 1000,0,8500,0,Ret,28888895,Ret
Camilan 2000,0,17000,0,Bal,38888809,Bal
Camilan 2000 (isi 4 pak),0,67000,0,Dos,,Dus
Camilan 2000 isi 10,0,17000,0,Bal,,Bal
Camilan 2000 isi 5,0,9000,0,Bal,,Bal
Camilan 500,0,4250,0,Ret,28888888,Ret
Casablanca Btl Bsr,12516,13500,0,Biji,,Csblc Biji
Casablanca Btl Bsr,0,13500,0,Biji,8992832601215,Biji
Casablanca Btl Bsr,0,13500,0,Biji,8992832602137,Biji
Casablanca Btl Bsr,0,13500,0,Biji,8992832601192,Biji
Casablanca Btl Bsr,0,13500,0,Biji,8992832602731,Biji
Casablanca Btl Bsr,0,13500,0,Biji,8992832604124,Biji
Casablanca Btl Kcl,7038,8000,0,Biji,,Csblcbtl Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832601031,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832602113,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832601017,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832601048,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832602748,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832601062,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832602120,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832604117,Biji
Casablanca Btl Kcl,0,8000,0,Biji,8992832601055,Biji
Casablanca Deo Kcl,12516,13500,0,Biji,,Csblcdeo Biji
Casablanca Deo Kcl,0,13500,0,Biji,8992832601420,Biji
Casablanca Deo Kcl,0,13500,0,Biji,8992832601413,Biji
Casablanca Deo Kcl,0,13500,0,Biji,8992832601376,Biji
Casablanca Deo Kcl,0,13500,0,Biji,8992832601383,Biji
Casablanca Deo Kcl,0,13500,0,Biji,8992832603998,Biji
Casablanca Deo Kcl,0,13500,0,Biji,8992832601390,Biji
Casablanca Deo Tg,0,16500,0,Biji,8992832601444,Csblcdeot Biji
Casablanca Deo Tg,0,16500,0,Biji,8992832601499,Biji
Casablanca Deo Tg,0,16500,0,Biji,8992832601505,Biji
Castol,3833,4000,0,Biji,8997223620035,Cstl Biji
Castol,0,48000,0,Dos,,Cstl Dos
Cd Nelayan,0,22500,0,Slop,01310009,Cdn Pres
Cd Nelayan,0,220000,0,Bal,,Bal
Cd Nelayan,0,5000,0,Ikat,01340006,Cdn Iket
Cd Semar,0,34000,0,Slop,01223996,Cds Pres
Cd Semar,0,7000,0,Ikat,01320008,Cds Iket
Ceki,0,2750,0,Biji,68888718,Biji
Cellak Implora,0,7500,0,Biji,,
Cemerlang,0,3500,0,Pak,8998866602433,Cmrlg Pak
Charm 500,4040,4250,0,Ret,8993189270277,Chm5 Ret
Charm Night 29,0,25000,0,Ret,8993189270680,Chmn29 Ret
Charm Night 350,0,30000,0,Ret,8993189329739,Chmn35 Ret
Chief,0,16600,0,Pak,8991917101541,Chf Pak
Chief,0,166000,0,Slop,8991917151546,Chf Slop
Choco Biscuit Jamur,4125,4400,0,Ret,8993051000032,Jmrcklt Ret
Chocodrink,0,18500,0,Ret,8998866202411,Chcdr Ret
Chocolatier 500,0,10500,0,Batang,8997220610916,Chcltr Box
Chocolatos Botol,4800,5250,0,Biji,8992775001073,Chclt Biji
Chocolatos Drink Creamy,0,20000,0,Ret,8992775005170,Chcltd Ret
Chocolatos Drink Hijau,0,20000,0,Ret,8992775000250,Chcltd Ret
Chocolatos Drink Hitam,0,20000,0,Ret,8992775913000,Chcltd Ret
Chocolatos Dus 1k,0,21000,0,Batang,,Choc1k Dus
Chocolatos Rich,0,20000,0,Dos,8992775005903,Chclt Dos
Chocolatos Wafer 500,0,10500,0,Dos,8992775311615,Chclt5 Dos
Chocolatos Wafer 500,0,125000,0,Dos,,
Chocopie,164000,165000,0,Dos,,Ccp Dus
Chocopie 2000,0,22000,0,Dos,8990333811126,Chcp Dos
Choki Choki,0,17500,0,Batang,8996001370063,Ckck Box
Choyo Cepuk,0,8500,0,Ret,8994107115120,chycpk Ret
Choyo Nyamnyam,0,17000,0,Ret,8994107100621,Chynym Ret
Choyo Pasta,0,5000,0,Ret,8994107413127,Chypst Ret
Ciba,0,4000,0,Bungkus,48888813,Cb Rek
Ciba,0,39000,0,Dos,,Dos
Cimori,0,9000,0,Slop,,Cmr Slop
Cimori,0,9000,0,Slop,8993200664900,Slop
Cimori,0,9000,0,Slop,8993200664917,Slop
Cingku,0,6500,0,Biji,8992772586016,Cgk Biji
Ciptadent 190,0,7500,0,Biji,8998866100168,
Ciptadent Kcl,14232,15000,0,Lusin,,Cptdnt Lusin
Ciptadent Kcl,0,1250,0,Biji,8998866100731,Cptdnt Biji
Ciptadent Kcl,0,1250,0,Biji,8998866100748,Biji
Ciptadent Tg,37920,39000,0,Lusin,,Cptdnt Lusin
Ciptadent Tg,0,3350,0,Biji,8998866109949,Cptdnt Biji
Ciptadent Tg,0,3250,0,Biji,8998866109956,Biji
Ciptadent Tg,0,3350,0,Biji,8998866100144,biji
Ciptadent Tg,0,3000,0,Biji,8998866181068,Biji
Ciptadent tg,0,3350,0,Biji,8998866109963,Biji
Citra Hbl Bsr,0,22000,0,Biji,,Ctrhbl Biji
Citra Hbl Kcl Pink,0,6500,0,Biji,8999999528843,Ctrhbl Biji
Citra Hbl Kcl kn,0,6500,0,Biji,8999999528850,Biji
Citra Hbl Renteng,9084,10000,0,Ret,8999999530341,Ctrhbl Ret
Citra Hbl Sst,0,5000,0,Ret,8999999605896,Ret
Citra Hbl Tg,0,12500,0,Biji,8999999528942,Ctrhbl Biji
Citra Hbl Tg,0,12500,0,Biji,8999999528935,Biji
Clear Botol,0,24000,0,Biji,8999999529734,Spcl Biji
Clenfast,0,10000,0,Biji,,
Cleo,0,18000,0,Dos,,Dos
Clevo,0,97000,0,Dos,8992775004654,Clv Dos
Clevo Coklat,0,2500,0,Biji,8992775717004,Clv Biji
Clevo Pink,0,2500,0,Biji,8992775717011,Clv Biji
Cling,0,10000,0,Biji,8998866605106,Clg Biji
