nama,harga_beli,harga_jual,stok,satuan,barcode,kode
Indomilk Sst Coklat,0,7750,0,Pak,8993007001700,Pak
Indomilk Sst Putih,0,7750,0,Pak,8993007001694,Pak
Indomilk Steril,0,9000,0,Biji,8993007004220,
Indomilk sst,0,1500,0,Biji,,Bj
Indosari Air Mineral,0,12000,0,Dos,,Indsr Dos
Indosari Mini,0,12000,0,Dos,11111177,Indsr Dos
Inheler,0,7500,0,Biji,,Inhlr Biji
Insta Melon,0,229000,0,Slop,8991907151051,Instmln Slp
Insta Melon,0,22900,0,Pak,8991907101056,Instmln pak
Insto,0,15000,0,Biji,8885015220061,Inst Biji
Intermie,53000,53000,0,Dos,11070054,Intrm Dos
Intermie,1300,1400,0,Biji,089686021219,Intrm Biji
Intermie Pedas,0,1400,3,Biji,,Intrpds Biji
Intermie Pedas,0,54000,0,Dos,,Dos
Inzana,0,1250,0,Bungkus,8998667100947,Inzn Rek
Inzana,0,26000,0,Dos,8998667000919,Inzn Dos
Isi Steples,0,12000,0,Slop,22000262,Slop
Isi Steples,0,1500,0,Pak,22000279,Pak
Isi Steples Max,0,3500,0,Biji,4902870762131,Biji
Isi steples,0,12000,0,Slop,6945436154276,Slop
Isolasi  bening,0,8500,0,Roll,68888817,Islsb Roll
Isolasi Bening 2000,0,17000,0,Roll,68888824,Islsb Roll
Isolasi Hitam,0,9000,0,Roll,68888831,Islsh Roll
Isolasi Lakban Coklat,0,9000,0,Biji,,Lkbn Biji
Isolasi Nachi 1cm,0,5000,0,Biji,8997777020213,Isls Biji
Isolasi Nachi 2cm,0,9000,0,Biji,8997777020237,Islsi Biji
Isoplus,0,2500,0,Biji,8998866610377,Ispls Biji
Isoplus,0,30000,0,Slop,11090076,Islpls Slop
Jarum Jahit,0,1750,0,Pak,12120307,Jmj
Jarum Jahit Piring,0,1200,0,Biji,,Jrmjht
Jarum Karung,0,1000,0,Biji,,Jmk
Jarum Kasur,0,4000,0,Pak,,Jmk
Jarum Pentol,0,3000,0,Batang,,Jrmpn box
Jas Jus,0,91500,0,Dos,01720006,Dos
Jas Jus,0,3250,0,Ret,8998866200158,Jsjs Ret
Jas Jus,0,15500,0,Pak,01730005,Jsjs Pak
Jas Jus,0,3250,0,Ret,8998866200127,Ret
Jas Jus,0,3250,0,Ret,8998866200097,Ret
Jas Jus,0,3250,0,Ret,8998866200875,Ret
Jas Jus,0,3250,0,Ret,8998866200110,Ret
Jas Jus,0,3250,0,Ret,8998866203692,Ret
Jas Jus,0,3250,0,Ret,8998866200134,Ret
Jas Jus,0,3250,0,Ret,8998866201322,Ret
Jas Jus,0,3250,0,Ret,8998866201681,Ret
Jas Jus,0,3250,0,Ret,8998866200592,Ret
Jas Jus,0,3250,0,Ret,8998866203326,Ret
Jas jus,0,3250,0,Ret,8998866200103,Ret
Jbu 10,0,129000,0,Biji,,
Jcone Black & Pink,4036,4500,0,Biji,8998866820479,JconeBP
Jcone Choco Vanilla Rainbow,2422,3000,0,Biji,8998866820523,Jconecv
Jek Steker,0,2000,0,Biji,,Jk
Jelly Saripati Toples,0,8500,0,Lembar,01660005,Toples
Jerigin,0,5000,0,Biji,,Jrgn
Jovan Bsr,0,61500,0,Biji,8992895151108,Jvn Biji
Jovan Kcl,0,25500,0,Biji,8992895151214,Jvn Biji
Jreng,0,8250,0,Pak,(90)SD182252131(91)260408,Hmjrg Jrg Pak
Jreng,0,80000,0,Slop,22000330,Hmjrg Jrg Slop
Jreng,0,8250,0,Pak,8999908045805,Hmjrg Jrg Pak
Juanda Indosari,0,15000,0,Dos,01111101,Jnd
Jussi,0,1400,0,Biji,711844164789,Jss Biji
Jussi,0,67500,0,Dos,,Jss Dos
Kacang Goreng,0,4000,0,Ret,68888183,Kcggr Ret
Kacang Ijo,0,21000,0,Kg,,Kcgij Kg
Kacang Open,0,4000,0,Biji,01680003,Opn Biji
Kacang Osik,0,33000,0,Kg,11040071,Osk Kg
Kacang Telur,0,200000,0,Bal,,Bal
Kacang Telur,0,20500,0,Pak,,Pak
Kacang Telur 1/2,0,19500,0,Pak,,Jjn ktlr Pak
Kacang Telur 1/4,0,10000,0,Pak,,Jjn ktlr Pak
Kakap,0,280000,0,Sak,22779953,Kkp Sak
Kakitiga Botol Bsr,0,150000,0,Dos,18995227500268,Dos
Kakitiga Botol Kcl,0,150000,0,Dos,18995227500121,Dos
Kakitiga Btl Anak,0,3500,0,Biji,8995227501022,Kktgba Biji
Kakitiga Btl Bsr,0,6500,0,Biji,8995227500261,Kktgbb Biji
Kakitiga Btl Kcl,0,3250,0,Biji,8995227500124,Biji
Kakitiga Btl Kcl,0,3250,0,Biji,(90)TR042632231(91)200831,biji
Kakitiga Kaleng,0,5250,0,Biji,8995227500308,Biji
Kakitiga Klng Anak,0,5500,0,Biji,8995227500995,Kktgka Biji
Kakitiga Klng Anak,0,5500,0,Biji,8995227501015,Biji
Kakitiga Klng Anak,0,5500,0,Biji,8995227501008,Biji
Kakitiga Klng Anak,0,128000,0,Dos,,Dos
Kakitiga Klng Dewasa,0,5500,0,Biji,8995227500278,Kktgk
Kakitiga Klng Dewasa,0,5750,0,Biji,8995227500247,Biji
Kakitiga Klng Dewasa,0,5750,0,Biji,8995227500292,Biji
Kakitiga Klng Dewasa,0,5750,0,Biji,8995227500230,Biji
Kakitiga Klng Dewasa,0,5750,0,Biji,8995227500254,Biji
Kakitiga Klng Dewasa,0,125000,0,Dos,18995227500237,Dos
Kaldu Jamur,0,9500,0,Ret,8997210721097,Kldjmr Ret
Kalkulator,38500,40000,0,Biji,,Biji
Kalpa,0,21000,0,Dos,8996001354018,Klp Dos
Kamper Swallow Isi 3,0,25000,0,Pak,8886012895337,Pak
Kamper Warna Warni,0,15000,0,Slop,8886012895337,Kmprw Slop
Kanji Naga,54800,67500,0,Bal,48123457,Bal
Kanji Naga,0,14000,0,Kg,,Kg
Kanji Rose 1/2,100000,116000,0,Bal,11030041,Bal
Kanji Rose 1/2,5000,7000,0,Pak,8993093664605,Pak
Kanji Rose 25 kg,0,310000,0,Sak,11020042,Sak
Kanji Suji 25 kg,0,310000,0,Sak,11020059,Sak
Kanji ½,0,4500,0,Biji,8991906151731,Knj 1/2
Kapal Api Mini,9250,9500,0,Ret,8991002105584,Ret
Kapal Api Mini,0,187500,0,Dos,11190097,Dos
Kapal Mini,0,9500,0,Ret,11223252,Ret
Kapas,0,16000,0,Bal,68888015,Kps Bal
Kapri Jaipong,0,115000,0,Bal,,Jajankpr Bal
Kapri Jaipong,0,14750,0,Pak,,Jajankpr Pak
Kapsul Royal,0,15500,0,Pak,,Jajan pak
Kapsul Royal,0,147500,0,Sak,,Jajankpsl
Kapsul Royal 1/2,0,16000,0,Pak,,Jjn kpsl Pak
Kapsul Royal 1/4,0,8500,0,Pak,,Jjn kpsl Pak
Kapsul Rujak,0,160000,0,Sak,,Jajankpsl
Kapsul Rujak,0,16500,0,Pak,,Jajankpsl
Kapten,0,8000,0,Pak,,Kptn
Kapur Ajaib,0,17500,0,Pak,8886020205029,Ajb Pak
Kapur Ajaib,0,3500,0,Biji,,Kprajb Biji
Karamoto,0,11000,0,Biji,8997005721745,Krmt Biji
Kardus,0,2000,0,Biji,,Biji
Karet,0,3000,0,Botol,,Krt Ons
Karet Ban,0,7500,0,Biji,,Krtbn Biji
Karet Gelang eceran,0,3500,0,Botol,,
Karet Piala,0,13000,0,Pak,68888152,Pak
Karet Pintil,0,6000,0,Botol,,Ons
Karet Pintil Jago,0,28500,0,Pak,,Pak
Karomah Susu Kambing,0,23000,0,Ret,8992933831115,Krmhindn Sskmbg Ret
Kas Telur,0,6000,0,Biji,10885857,Biji
Katembet,0,8000,0,Pak,68888077,Ktmbt
Katembet Biji,0,1000,0,Biji,,Ktmbt Biji
Katembet Cussons,0,1500,0,Biji,,Ktmbcs Biji
Kayu Putih Lang Roll,0,6500,0,Biji,8993176818505,Kpl15
Kb Andalan,0,16000,0,Pak,http://kbandalan.com/,Pak
Kecap 2000,74640,76500,0,Dos,25258752,Dos
Kecap 2000,0,1700,0,Biji,8998866608039,Biji
Kecap 2000,0,20000,0,Lusin,01450002,Lusin
Kecap 2000,0,76500,0,Dos,18998866608036,Dos
Kecap 500,76500,78500,0,Dos,94343557,Dos
Kecap 500,4781,5000,0,Pak,8998866609647,Pak
Kecap Badak,0,5500,0,Biji,11223382,Biji
Kecap Badak,126000,128500,0,Dos,,Dos
Kecap Mangga,0,10750,0,Biji,35886556,Biji
Kecap Mangga,0,255000,0,Dos,,Dos
Kecap Sate kecil,0,9000,0,Biji,,Biji
Kecap Sedap Btl 135ml,7720,8000,0,Biji,8998866608008,Biji
Kecap Sedap Btl 275ml,16930,17500,0,Biji,8998866608015,Biji
Kecap Sedap Btl 620ml,0,31000,0,Biji,8998866608824,Biji
Kecap Sedap Ijo 520ml,0,22500,0,Biji,8998866202268,Biji
Kecap Sedap Rfl 292 ml,7600,8000,0,Biji,8998866608046,Biji
Kecap Sedap Rfl 550ml,0,19500,0,Biji,,Biji
Kecap sate 140ml,8000,8000,0,Biji,,Biji
Kecap sate 275ml,15000,15000,0,Biji,8997218520043,Biji
Kecap sate 600 gram,21000,21000,0,Biji,8997218520036,Biji
Keciput 1/2,0,17500,0,Pak,,Jjn kcpt Pak
Keciput 1/4,0,9000,0,Pak,,Jjn kcpt Pak
Keciput Bulat,0,17500,0,Pak,,Jajan
Keciput Bulat,0,167500,0,Bal,,Jajan Bal
Keciput Panjang,0,165000,0,Bal,,Jajan Bal
Keciput Panjang,0,17500,0,Pak,,Jajankcpt
Keju MEG,0,8000,0,Biji,8994023001163,
Keju Prochiz,11750,12500,0,Biji,8997014450216,Kjprcs Biji
Kelly,0,61000,0,Dos,,Klly Dos
Kelly,0,5750,0,Biji,8994324300736,Klly Biji
Kemiri,0,58000,0,Kg,11040095,Kmr Kg
Kemiri,0,6000,0,Botol,11050056,Kmr Ons
Kemiri Bubuk,0,5000,0,Ret,8997210721165,Kmr Ret
Kemiri Renteng,0,4000,0,Ret,11050087,Kmr Ret
Kemucing,3500,4000,0,Biji,,Biji
Kertas,0,18500,0,Sak,,
Kertas Kado,0,850,0,Biji,68888046,Biji
Kertas Kado,0,850,0,Biji,8995757044044,Krtskd Biji
Kertas Layangan,0,1100,0,Biji,68888060,Krtsly Biji
Kertas Nasi 100,0,12500,0,Bal,8991906151748,Krtsns1 Bal
Kertas Nasi 250,0,34000,0,Bal,8991906151755,Krtsns2 Bal
Kertas Nasi 60,0,6500,0,Bal,01790801,Krtsns6 Bal
Kertas Nasi isi 200,0,18500,0,Sak,,
Kertas nasi,0,1500,0,Roll,,Roll
Kerupuk,0,0,0,Kg,12120178,Krpk Kg
Kerupuk,0,0,0,Bal,,Bal
Kerupuk 2 Putra,0,145000,0,Bal,12120208,Krpk2p Bal
Kerupuk 2 Putra,0,29000,0,Kg,12120215,Krpk2p Kg
Kerupuk Berlian,0,85000,0,Sak,,
Kerupuk Cap,0,80000,0,Sak,12120062,Krpkcp Ball
Kerupuk Cap,0,17000,0,Kg,12120253,Krpkcp Kg
Kerupuk Efendy,0,4750,0,Pak,8997026840067,Krpkef pak
Kerupuk Efendy,0,92500,0,Bal,,Krpkef Bal
Kerupuk Fina,0,90000,0,Bal,12120086,Krpkfn Bal
Kerupuk Ikan 2000,0,52500,0,Bal,12120185,Krpkikn Bal
Kerupuk Ikan 2000,0,1750,0,Biji,12120192,Krpkikn Biji
Kerupuk Impala,0,70000,0,Bal,,Krpkimpl Bal
Kerupuk Impala,0,15000,0,Kg,,Krpkimpl Kg
Kerupuk Intan,0,19000,0,Kg,12120260,Krpkintn Kg
Kerupuk Intanku,0,85000,0,Bal,12120055,Krpkintn Bal
Kerupuk Kancing Nuri,0,90000,0,Bal,12120048,Krpkkncng Bal
Kerupuk Kancing Nuri,0,19000,0,Kg,12120246,Krpkkncg Kg
Kerupuk Krucil,0,90000,0,Bal,,Krpkkrcl Bal
Kerupuk Marimar,0,85000,0,Bal,12120079,Krpkmrmr Bal
Kerupuk Marimar,0,18000,0,Biji,,
Kerupuk Mawar,0,20000,0,Kg,12120222,Krpkmwr Kg
Kerupuk Mawar Besar,0,95000,0,Bal,12120338,Krpkmwr Bal
Kerupuk Mawar Duyung,0,94000,0,Bal,,Krpkdyg Bal
Kerupuk Mawar Kecil,0,95000,0,Bal,12120024,Krpkmwr Bal
Kerupuk Mawar Mini,0,20000,0,Kg,12120239,Krpkmwr Kg
Kerupuk Mini Kera,0,97000,0,Bal,12120031,Krpkmnkr Bal
Kerupuk Oval,0,21000,0,Kg,,Krpkovl Kg
Kerupuk Oval,0,96000,0,Bal,77777775,Krpkovl Bal
Kerupuk Oval,86500,95000,0,Bal,12120000,Krpkovl Bal
Kerupuk Oval Duyung,0,94000,0,Bal,,Krpkdyg Bal
Kerupuk Pedas 1/2,0,10400,0,Biji,12120277,Krpkpds Biji
Kerupuk Pedas 1/4,0,5250,0,Biji,12120284,Krpkpds Biji
Kerupuk Pedas Kelinci,0,100000,0,Bal,12120109,Krpkpds Bal
Kerupuk Pedas Kelinci,0,5250,0,Biji,8994453880048,Krpkpds Biji
Kerupuk Pedas Panda,100000,102000,0,Bal,12120093,Krpkpds Bal
Kerupuk Pedas Panda,0,10400,0,Biji,8997215890040,Krpkpds Biji
Kerupuk Pentol,0,19000,0,Kg,12120291,Krpkpntl Kg
Kerupuk Pentol,0,90000,0,Bal,12120116,Krpkpntl Bal
Kerupuk Pentol Kemasan 1/4,0,4750,0,Biji,12120161,Krpkpntl Kmsn
Kerupuk Pentol Kemasan ½,0,9500,0,Biji,,Krpkpntl Kmsn Biji
Kerupuk Salsa,0,92500,0,Bal,,Krpksls Bal
Kerupuk Seblak,0,6000,0,Pak,38888847,Krpksblk Pak
Kerupuk mawar duyung,0,20000,0,Kg,,Kg
Ketan Hitam,0,21000,0,Kg,11010067,Ktnhtm Kg
Ketan Item,0,26000,0,Biji,,
Ketumbar 500,0,5000,0,Ret,8997231660030,Ktmbr5 Ret
Ketumbar Bubuk,0,5000,0,Ret,8997210720038,Ktmbr Ret
Ketumbar Indofood,0,8500,0,Ret,089686389029,Ktmbr Ret
Ketumbar Los,0,25000,0,Kg,11050018,Ktmbr Kg
Ketumbar Los,0,3000,0,Botol,11050049,Ktmbr Ons
Ketumbar Renteng,0,4000,0,Ret,11050070,Ktmbr Ret
Kiko,0,6500,0,Pak,8997878002088,Kk Pak
Kiko,0,112000,0,Dos,8997241040020,Kk Dos
Kincu Alco,0,18500,0,Pak,,Alc Pak
Kincu Rw Bsr,0,40000,0,Dos,,Kncrwb Dos
Kincu Rw Bsr,0,3400,0,Biji,,Biji
Kincu Rw Bsr,0,3400,0,Biji,8994326101058,Biji
Kincu Rw Bsr,0,3400,0,Biji,8994326101324,Kncrwb Biji
Kincu Rw Bsr,0,3400,0,Biji,8994326101416,Biji
Kincu Rw Bsr,0,3400,0,Biji,8994326101263,Biji
Kincu Rw Bsr,0,3400,0,Biji,8994326101201,Biji
Kincu Rw Kcl,20000,22000,0,Dos,,Kncrwk Dos
Kincu Rw Kcl,0,1900,0,Biji,,Kncrwk Biji
Kincu Rw Kcl,0,1875,0,Biji,8994326101041,Biji
Kincu Rw Kcl,0,1875,0,Biji,8994326101102,Biji
Kincu Rw Kcl,0,1875,0,Biji,8994326101409,Biji
Kincu Rw Kcl,0,1875,0,Biji,8994326101256,Biji
Kincu Rw Kcl,0,1875,0,Biji,8994326101522,Biji
Kincu Rw Kcl,0,1857,0,Biji,8994326101133,Biji
Kincu Rw Kcl,0,1875,0,Biji,8994326101317,Biji
Kingkong,0,5000,0,Pak,8993188111120,Kngk Pak
Kings,0,22000,0,Pak,8991906101545,Kng Pak
Kings,0,219000,0,Slop,8991906151540,Kng Slop
Kiriko,0,4500,0,Biji,8886012808108,Krk Biji
Kis,0,6500,0,Pak,8996001321522,Kis Pak
Kiss,0,6500,0,Pak,8996001321539,Pak
Kiss,0,6500,0,Pak,8996001321515,Kis Pak
Kiss,0,6500,0,Pak,8996001321508,Kis Pak
Kleo,0,19000,0,Bal,,Bal
Kodomo Pasta,0,5000,0,Biji,8998866100229,Kdmpst Biji
Kodomo Pasta,0,5000,0,Biji,8998866100250,Kdmpst Biji
Kodomo Tisu Basah,0,8000,0,Biji,8998866107112,Biji
Kokola 500,4166,4400,0,Ret,,Kkl5 Ret
Kokola Malkist,105012,106000,0,Dos,,Kklm Dus
Kokola Super Cream,35000,38000,0,Bal,25899993,Kklsprcrm Bal
Kokola Super Cream,107000,112000,0,Bal,01020700001113,Bal
Kokola Super Cream,0,5500,0,Biji,8998389112273,Kklsprcrm Biji
Kokola Super Cream,0,5500,0,Biji,8998389112211,Biji
Komex,0,45000,0,Dos,,Kmx Dos
Komex,0,1500,0,Biji,8993058300807,Kmx Biji
Komex,0,1500,0,Biji,8993058300500,Biji
Komex,0,1500,0,Biji,8993058301200,Biji
Komex,0,45000,0,Dos,8993058301224,Dos
Komex,0,1500,0,Biji,8993058300401,Biji
Komex Jahe,0,45000,0,Dos,8993058300524,Dos
Komex Jeruk,0,45000,0,Dos,8993058300821,Dos
Komex Kid Obh,0,10500,0,Dos,8993058303013,Kmx Dos
Komex Kid strw,0,10500,0,Dos,8993058303211,Dos
Komex Peppermint,0,45000,0,Dos,8993058300425,Dos
Konidin,0,2500,0,Bungkus,8998667100084,Kndn
Konidin,0,117500,0,Dos,,Dos
Konjac,0,1850,0,Biji,8992705143217,Knjc Biji
Konjac,0,21500,0,Dos,8992705145211,Knjc Dos
Konjak,0,1800,0,Biji,,Knjk Biji
Konjak,0,22000,0,Dos,,Knjk Dos
Konjak Coklat,0,2500,0,Biji,,Knjk
Koolvefer Biru,72816,74000,0,Dos,4987072019801,Klvfr Dos
Koolvefer Biru,0,6200,0,Biji,4987072061817,Klvfr Biji
Koolvefer Pink,0,60000,0,Dos,4987072171943,Klvfr Dos
Koolvefer Pink,0,5000,0,Biji,4987072022306,Klfvr Biji
Kopi Gajah,0,14500,0,Biji,8991998111767,Kpgjh Biji
Kopi Gajah 500,0,14000,0,Ret,8991998111514,Kpgj Ret
Kopi Jahe Sd,0,16000,0,Ret,8998898847109,Kpjh Ret
Kopi Jahe Sido M,0,17000,0,Ret,8998898847109,Kpjh Ret
Kopi Jalak,0,7000,0,Biji,8997019840043,Kpjlk Biji
Kopi Nangka,0,75000,0,Kg,11040088,Kpngk Kg
Kopi Susu,0,20000,0,Dos,,
Kopi nongkrong,20000,20000,0,Dos,,Dos
Kopikap,0,21000,0,Dos,18996001600181,Dos
Kopiko,0,9500,0,Pak,8996001330722,Kpk Pak
Koran,0,15000,0,Kg,28888864,Krn Kg
Korek 1000,0,900,0,Biji,34356050,Krk1 Biji
Korek 1000,0,40000,0,Dos,85254657,Krk1 Dos
Korek 2000,0,1250,0,Biji,25838282,Krk2 Biji
Korek 2000,0,50000,0,Dos,28382720,Krk2 Dos
Korek Kayu,29000,31000,0,Slop,,Krkk Slop
Korek Kayu,0,3500,0,Pak,68888589,Krkk Pak
Korek Magnet,0,55000,0,Dos,,Krkmgnt Dos
Korek Mahnet,0,1500,0,Biji,,Krkmhnt biji
Koro Jaipong,0,125000,0,Sak,,Jajankrjp
Koro Jaipong,0,16500,0,Pak,,Jajankr Pak
Koyo Cabe,0,11000,0,Pak,8993338005033,Kycb Pak
Kp Lang 15,5495,6500,0,Biji,8993176110098,Kp15 Biji
Kp Lang 30,9990,11750,0,Biji,8993176110081,Kp30 Biji
Kp Lang 60,0,21500,0,Biji,8993176110074,Kp60 Biji
Kratingdaeng,0,48000,0,Slop,11190042,Krtgdg Slop
Kratingdaeng,0,4850,0,Biji,8886057883665,Krtgdg Biji
Kratingdaeng,0,235000,0,Dos,,Krtgdg Dos
Kremer Sst,0,7000,0,Pak,8993007004152,Pak
Kresek,0,1000,0,Biji,,Biji
Kresek Berkat,0,14000,0,Pak,01790924,Krskbrkt Pak
Kresek Berkat Bego,0,14000,0,Pak,,Krskbrkt Pak
Kresek Berkat Manggis,0,10000,0,Pak,,Krskbrkt Pak
Kresek Hitam,0,18500,0,Kg,8991906151984,Krskhtm Kg
Kresek Hitam Tg,0,18500,0,Kg,,Krskhtm Kg
Kresek Lorek,0,36000,0,Ikat,01790931,Krsklrk Iket
Kresek Lorek,0,735000,0,Sak,,Sak
Kresek Lorek,0,3750,0,Pak,01790948,Krsklrk Pak
Kresek Merah Bagus,0,28500,0,Pak,01790900,Krskmrh Pak
Kresek Merah Manggis,12000,18000,0,Pak,,Krskmrh Pak
Kresek Merah Menara,0,45000,0,Pak,,Krskmrh Pak
Kresek Obor Pth,0,6500,0,Pak,,Krskobr Pak
Kresek Putih,0,38500,0,Kg,8991906151977,Krskpth Kg
Kresek Putih Kcl,0,38500,0,Kg,,Krskpth Kg
Kresek Putih Tg,0,38500,0,Kg,,Krskpth Kg
Kresek Tomat Bego,0,21000,0,Pak,,Krsktmt Pak
Kresek Tomat Manggis,0,21000,0,Pak,01790917,Krsktmt Pak
Kresek Warna,0,25000,0,Kg,8991906151991,Krskwrn Kg
Kresek Warna Kcl,0,25000,0,Kg,,Krskwrn Kg
Kresek Warna Tg,0,25000,0,Kg,,Krskwrn Kg
Kricik,0,4250,0,Biji,01670004,Krck
Kricik Bucell,0,4000,0,Biji,,Krck
Kris Hbl,0,50000,0,Lusin,,Lusin
Kris Hbl,0,4250,0,Biji,8992929652397,Biji
Kris Hbl Merah,0,4250,0,Biji,8992929652403,Krshbl Biji
Kris Hbl smooth,0,4250,0,Biji,6997919652397,Biji
Kriuk 2000,0,2000,0,Biji,,Biji
Kriuk 3000,3000,3000,0,Biji,,Biji
Kukis Kokola,0,136000,0,Dos,01020700001092,Kklkks Dos
Kukis Kokola,0,35000,0,Bal,25881110,Kklkks Bal
Kukis Kokola,0,5600,0,Biji,8998389121596,Kklkks Biji
Kukis Kokola,0,6000,0,Biji,8998389121602,Biji
Kuku Bima,0,6250,0,Pak,8998898830125,Kkbm Pak
Kuku Bima,57000,59000,0,Slop,22000354,Kkbm Slop
Kunyit 500,0,5000,0,Ret,8997005720618,Knyt Ret
Kunyit Bubuk,0,5000,0,Ret,8997210720298,Knyt Ret
Kuping Gajah,0,6500,0,Pak,,Jajan Pak
Kuping Gajah,0,110000,0,Bal,,Jajan Bal
Kuwik,0,1800,0,Biji,,Kwk Biji
Kuwik,0,34000,0,Batang,,Kwk Box
Kuwik/Ovalet/Sp,0,1800,0,Biji,68888220,Biji
La Bold 12,0,22100,0,Pak,8991906108896,Labld12 Pak
La Bold 12,0,220000,0,Slop,8991906158891,Labld12 Slop
La Bold 16,0,29100,0,Pak,8991906102016,Labld16 Pak
La Bold 16,0,290000,0,Slop,,Slop
La Bold 20,0,36600,0,Pak,8991906105758,Labld20 Pak
La Bold 20,0,365000,0,Slop,8991906155753,Labld20 Slop
La Ice Boost,0,32100,0,Pak,8991906102009,Laicpb Pak
La Ice MB,0,32100,0,Pak,8991906102085,Laic pak
La Ice MB,0,320000,0,Slop,8991906152080,Laic Slp
La Light 12,0,22150,0,Pak,8991906101132,Lalght12 Pak
La Light 12,0,221000,0,Slop,8991906151137,Lalght12 Slop
La Light 16,0,32900,0,Pak,8991906101057,Lalght16 Pak
La Light 16,0,329000,0,Slop,8991906151052,Lalght16 Slop
La Menthol,0,32100,0,Pak,,Lamntl Pak
Label Harga,4000,6000,0,Pak,,Pak
Label Harga,575,1500,0,Biji,,Biji
Lada 500,0,5000,0,Ret,8997210720014,Ld5 Ret
Ladaku,0,10000,0,Ret,8997011930612,Ldk Ret
Ladaku,0,58500,0,Bal,,Ldk Bal
Ladrang,0,4250,0,Biji,,Ldrg Biji
Laku Laku 10 watt,0,7500,0,Biji,8866733211029,Lklk10 Biji
Laku Laku 5 Watt,0,4500,0,Biji,8866733211012,Lklk5 Biji
Lanadexon,18500,20000,0,Dos,8994757000999,Lndx Dos
Lanadexon,0,2100,0,Bungkus,48888820,Lndx Rek
Lantai 1000,0,10000,0,Lusin,01460001,Lnt1 Lusin
Lantai 1000,38400,40000,0,Dos,,Lnt1 Dos
Lantai 1000,0,835,0,Biji,8998866608244,Biji
Lantai 1000,0,835,0,Biji,8998866608237,Biji
Lantai 1000,0,835,0,Biji,8998866608220,Biji
Lantai 500,4320,5000,0,Ret,8998866613453,Lnt5 Ret
Lantai 500,4320,5000,0,Ret,8998866603881,Ret
Lantai 500,0,5000,0,Ret,8998866607988,Ret
Lantai 500,0,5000,0,Ret,8998866603799,Ret
Lantai 500,0,5000,0,Ret,8998866603850,Ret
Lantai 5000,0,4500,0,Biji,8998866600569,Heueueh
Lantai Botol,0,7500,0,Biji,,Biji
Lantai Refil 450ml,0,6250,0,Biji,,Biji
Lapis Legit,0,9000,0,Pak,,Lpslgt Pak
Larutan Kaleng Badak,0,5700,0,Biji,8999988888804,Lrtnbdk Biji
Larutan Kaleng Badak,0,5700,0,Biji,8999988888811,Lrtnbdk Biji
Lasegar Btl Kcl,0,3000,0,Biji,8999988778983,Lsgr Biji
Lasegar Kaleng,0,5750,0,Biji,8999988906126,Lsgrk Biji
Lasegar Klng Anak,4950,5250,0,Biji,8999988772868,Lsgrk Biji
Lasegar Klng Anak,4950,5250,0,Biji,8999988772813,Biji
Lasegar Klng Anak,0,113000,0,Dos,,Dos
Lasegar Klng Dewasa,5600,5750,0,Biji,,Biji
Lasegar Klng Dewasa,5600,5750,0,Biji,8999988778815,Biji
Lasegar Klng Dewasa,5600,5750,0,Biji,8999988778822,Biji
Lasegar Klng Dewasa,0,127500,0,Dos,,Dos
Lasegar Klng Dws,5600,5750,0,Biji,8999988778846,Biji
Lasegar Klng Dws,5600,5750,0,Biji,8999988778839,Biji
Lasegar Klng Dws,5600,5750,0,Biji,8999988778860,Biji
Laurier 500,0,4250,0,Ret,8992727004169,Lrr Ret
Laurier Night 30cm,15000,25000,0,Ret,8992727008815,Lrr Ret
Lavenda,0,4500,0,Ret,8998866103237,Lvnd Ret
Lavenda,0,4500,0,Ret,8998866104883,Ret
Lavenda,0,4500,0,Ret,8998866109161,Rt
Lawet Ijo,0,70000,0,Slop,33589527,Lwti Pres
Lawet Ijo,0,1500,0,Biji,39998804,Lwti Biji
Lawet Ijo,0,347500,0,Bal,11223214,Lwti Bal
Lawet Merah,0,43000,0,Slop,32235548,Lwtm Pres
Lawet Merah,0,230000,0,Bal,11223399,Lwtm Bal
Lawet Merah,0,1000,0,Biji,01223668,Lwtm Biji
Layangan 1.5k,1270,1500,0,Biji,,Biji
Layangan 2.5k,2150,2500,0,Biji,,Biji
Layangan 2k,1400,2000,0,Biji,,Biji
Layangan Polos,0,1200,0,Biji,,Lyngn
Layangan Sablon,0,1500,0,Biji,,Lyngn
Lazery,0,7000,0,Pak,,Lzry Pak
Led 12 watt,0,0,0,Biji,,Ld12
Led 15 watt,0,0,0,Biji,,Ld15
Led 18 watt,0,0,0,Biji,,Biji
Led 20 Watt,0,0,0,Biji,,Biji
Led 25 watt,0,0,0,Biji,,Ld25
Led 30 watt,0,0,0,Biji,,
Led 40 watt,0,0,0,Biji,,Ld4
Led 5 watt,4500,0,0,Biji,,Led
Led 50 watt,0,0,0,Biji,,Ld5
Led 7 watt,5500,0,0,Biji,,
Led 8 watt,8500,8500,0,Biji,,Biji
Led 9 watt,0,0,0,Biji,,
Lem Bakar Bsr,0,1800,0,Biji,,Biji
Lem Bakar Kcl,0,1100,0,Biji,,Biji
Lem G,0,4000,0,Biji,68888633,Lmg Biji
Lem G,0,180000,0,Dos,,Dos
Lem Gajah,14500,15000,0,Biji,8992748195204,Lgjh Biji
Lem Stik Joyko,3000,4000,0,Biji,,Ljy Biji
Lenceran,0,2500,0,Biji,,Bii
Lentera 800 ml,0,170000,0,Dos,,Lntr8 dos
